id_protein	id_analysis	type
NP_460526.1	cd08297	NULL_TYPE
NP_460526.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_460526.1	SSF50129	HOMOLOGOUS_SUPERFAMILY
NP_461780.1	G3DSA:1.10.8.60:FF:000014	NULL_TYPE
NP_461780.1	PF01590	DOMAIN
NP_461780.1	G3DSA:3.40.50.300:FF:000006	NULL_TYPE
NP_461780.1	PF00158	DOMAIN
NP_461780.1	G3DSA:3.30.450.40:FF:000024	NULL_TYPE
NP_461780.1	PTHR32071	NULL_TYPE
NP_461780.1	cd00009	NULL_TYPE
NP_461780.1	SSF55781	NULL_TYPE
NP_461780.1	SSF46689	HOMOLOGOUS_SUPERFAMILY
NP_461780.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_461780.1	SSF55781	NULL_TYPE
NP_459577.1	G3DSA:2.40.170.20:FF:000002	NULL_TYPE
NP_459577.1	PF00593	DOMAIN
NP_459577.1	PF07715	DOMAIN
NP_459577.1	G3DSA:2.170.130.10:FF:000005	NULL_TYPE
NP_459577.1	PTHR30069	FAMILY
NP_459577.1	cd01347	NULL_TYPE
NP_459577.1	SSF56935	NULL_TYPE
NP_461831.1	PF14534	DOMAIN
NP_461831.1	SSF54427	HOMOLOGOUS_SUPERFAMILY
NP_461531.1	PF06223	DOMAIN
NP_462480.1	PF02592	FAMILY
NP_462480.1	PTHR34300	FAMILY
NP_460259.1	G3DSA:3.40.50.850:FF:000006	NULL_TYPE
NP_460259.1	PF00857	DOMAIN
NP_460259.1	PTHR11080	NULL_TYPE
NP_460259.1	cd01011	NULL_TYPE
NP_460259.1	SSF52499	HOMOLOGOUS_SUPERFAMILY
NP_460742.1	G3DSA:3.40.50.700:FF:000002	NULL_TYPE
NP_460742.1	G3DSA:4.10.480.10:FF:000002	NULL_TYPE
NP_460742.1	PF14720	DOMAIN
NP_460742.1	PF01058	DOMAIN
NP_460742.1	PTHR30013	FAMILY
NP_460742.1	SSF56770	NULL_TYPE
NP_460746.1	PF07449	FAMILY
NP_460746.1	cd02965	FAMILY
NP_460746.1	SSF52833	HOMOLOGOUS_SUPERFAMILY
NP_460913.1	PF07196	CONSERVED_SITE
NP_460913.1	PF02465	DOMAIN
NP_460913.1	PF07195	DOMAIN
NP_460913.1	PTHR30288	FAMILY
NP_459727.1	PF08173	FAMILY
NP_463154.1	G3DSA:2.20.25.10:FF:000003	NULL_TYPE
NP_463154.1	G3DSA:2.30.30.40:FF:000013	NULL_TYPE
NP_463154.1	PF08274	DOMAIN
NP_463154.1	PF03831	DOMAIN
NP_463154.1	PTHR30305	NULL_TYPE
NP_463154.1	SSF57783	NULL_TYPE
NP_463154.1	SSF82057	NULL_TYPE
NP_462567.1	G3DSA:3.30.450.40:FF:000022	NULL_TYPE
NP_462567.1	PF09339	DOMAIN
NP_462567.1	PF01614	DOMAIN
NP_462567.1	G3DSA:1.10.10.10:FF:000221	NULL_TYPE
NP_462567.1	PTHR30136	NULL_TYPE
NP_462567.1	SSF55781	NULL_TYPE
NP_462567.1	SSF46785	HOMOLOGOUS_SUPERFAMILY
NP_461028.1	PF02880	DOMAIN
NP_461028.1	PF00408	DOMAIN
NP_461028.1	PF02879	DOMAIN
NP_461028.1	PF02878	DOMAIN
NP_461028.1	PTHR42946	NULL_TYPE
NP_461028.1	cd03088	NULL_TYPE
NP_461028.1	SSF53738	HOMOLOGOUS_SUPERFAMILY
NP_461028.1	SSF55957	HOMOLOGOUS_SUPERFAMILY
NP_461028.1	SSF53738	HOMOLOGOUS_SUPERFAMILY
NP_461028.1	SSF53738	HOMOLOGOUS_SUPERFAMILY
NP_462874.1	PF12804	DOMAIN
NP_462874.1	PTHR19136	NULL_TYPE
NP_462874.1	cd02503	FAMILY
NP_462874.1	SSF53448	HOMOLOGOUS_SUPERFAMILY
NP_459194.1	PF04408	DOMAIN
NP_459194.1	PF08482	DOMAIN
NP_459194.1	PF00270	DOMAIN
NP_459194.1	PF00271	DOMAIN
NP_459194.1	G3DSA:3.40.50.300:FF:002125	NULL_TYPE
NP_459194.1	PTHR43519	NULL_TYPE
NP_459194.1	cd17990	NULL_TYPE
NP_459194.1	cd18791	NULL_TYPE
NP_459194.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_461755.1	PF03829	FAMILY
NP_461755.1	G3DSA:2.40.33.40:FF:000001	NULL_TYPE
NP_461755.1	PTHR40398	FAMILY
NP_461755.1	SSF141530	HOMOLOGOUS_SUPERFAMILY
NP_463133.1	PF00860	FAMILY
NP_463133.1	PTHR43337	FAMILY
NP_460755.1	PF01464	DOMAIN
NP_460755.1	PTHR37423	NULL_TYPE
NP_460755.1	cd16893	NULL_TYPE
NP_460755.1	SSF53955	HOMOLOGOUS_SUPERFAMILY
NP_460133.1	PF06183	FAMILY
NP_460133.1	G3DSA:3.30.910.10:FF:000001	NULL_TYPE
NP_460133.1	PTHR36572	FAMILY
NP_460133.1	SSF54857	HOMOLOGOUS_SUPERFAMILY
NP_461007.1	G3DSA:3.40.710.10:FF:000001	NULL_TYPE
NP_461007.1	PF00768	DOMAIN
NP_461007.1	PF07943	DOMAIN
NP_461007.1	G3DSA:2.60.410.10:FF:000002	NULL_TYPE
NP_461007.1	PTHR21581	NULL_TYPE
NP_461007.1	SSF69189	HOMOLOGOUS_SUPERFAMILY
NP_461007.1	SSF56601	HOMOLOGOUS_SUPERFAMILY
NP_461843.1	PF01977	FAMILY
NP_461843.1	G3DSA:3.40.1670.10:FF:000003	NULL_TYPE
NP_461843.1	PTHR30108	FAMILY
NP_461843.1	SSF50475	NULL_TYPE
NP_461843.1	SSF143968	NULL_TYPE
NP_462706.1	PF02656	DOMAIN
NP_462706.1	PTHR34187	NULL_TYPE
NP_461968.1	PF13557	FAMILY
NP_463378.1	PF00171	DOMAIN
NP_463378.1	G3DSA:3.40.309.10:FF:000009	NULL_TYPE
NP_463378.1	G3DSA:3.40.605.10:FF:000012	NULL_TYPE
NP_463378.1	PTHR43217	FAMILY
NP_463378.1	cd07100	DOMAIN
NP_463378.1	SSF53720	HOMOLOGOUS_SUPERFAMILY
NP_462938.1	PF12680	DOMAIN
NP_462938.1	SSF54427	HOMOLOGOUS_SUPERFAMILY
NP_461080.1	PF16325	DOMAIN
NP_461080.1	G3DSA:2.40.30.10:FF:000039	NULL_TYPE
NP_461080.1	PF01136	FAMILY
NP_461080.1	PTHR30217	NULL_TYPE
NP_460826.1	SSF53955	HOMOLOGOUS_SUPERFAMILY
NP_462186.1	G3DSA:3.30.1050.10:FF:000002	NULL_TYPE
NP_462186.1	PF02036	DOMAIN
NP_462186.1	PTHR10094	FAMILY
NP_462186.1	SSF55718	HOMOLOGOUS_SUPERFAMILY
NP_462967.1	PF00370	DOMAIN
NP_462967.1	G3DSA:3.30.420.40:FF:000008	NULL_TYPE
NP_462967.1	PF02782	DOMAIN
NP_462967.1	G3DSA:3.30.420.40:FF:000007	NULL_TYPE
NP_462967.1	PTHR10196	NULL_TYPE
NP_462967.1	cd07786	NULL_TYPE
NP_462967.1	SSF53067	HOMOLOGOUS_SUPERFAMILY
NP_462967.1	SSF53067	HOMOLOGOUS_SUPERFAMILY
NP_459941.1	G3DSA:3.30.70.20:FF:000003	NULL_TYPE
NP_459941.1	PF13247	DOMAIN
NP_459941.1	PF12800	DOMAIN
NP_459941.1	PTHR43177	NULL_TYPE
NP_459941.1	cd16371	NULL_TYPE
NP_459941.1	SSF54862	NULL_TYPE
NP_461261.1	PF00420	FAMILY
NP_461261.1	G3DSA:1.10.287.3510:FF:000001	NULL_TYPE
NP_461261.1	PTHR11434	FAMILY
NP_462319.1	PF01193	DOMAIN
NP_462319.1	G3DSA:1.10.150.20:FF:000001	NULL_TYPE
NP_462319.1	G3DSA:2.170.120.12:FF:000001	NULL_TYPE
NP_462319.1	PF03118	DOMAIN
NP_462319.1	PF01000	DOMAIN
NP_462319.1	cd06928	NULL_TYPE
NP_462319.1	SSF55257	HOMOLOGOUS_SUPERFAMILY
NP_462319.1	SSF56553	HOMOLOGOUS_SUPERFAMILY
NP_462319.1	SSF47789	NULL_TYPE
NP_459694.1	PF00875	DOMAIN
NP_459694.1	PF03441	DOMAIN
NP_459694.1	G3DSA:1.10.579.10:FF:000003	NULL_TYPE
NP_459694.1	PTHR11455	FAMILY
NP_459694.1	SSF52425	HOMOLOGOUS_SUPERFAMILY
NP_459694.1	SSF48173	HOMOLOGOUS_SUPERFAMILY
NP_460412.1	PF01479	DOMAIN
NP_460412.1	G3DSA:1.10.240.10:FF:000001	NULL_TYPE
NP_460412.1	G3DSA:3.40.50.620:FF:000008	NULL_TYPE
NP_460412.1	PF00579	FAMILY
NP_460412.1	G3DSA:3.10.290.10:FF:000007	NULL_TYPE
NP_460412.1	PTHR11766	FAMILY
NP_460412.1	cd00805	FAMILY
NP_460412.1	cd00165	NULL_TYPE
NP_460412.1	SSF55174	NULL_TYPE
NP_460412.1	SSF52374	NULL_TYPE
NP_462780.1	G3DSA:3.40.1650.10:FF:000002	NULL_TYPE
NP_462780.1	PF05025	FAMILY
NP_462780.1	PTHR37831	FAMILY
NP_462780.1	SSF102546	HOMOLOGOUS_SUPERFAMILY
NP_460888.1	G3DSA:1.20.1260.10:FF:000004	NULL_TYPE
NP_460888.1	PF00210	DOMAIN
NP_460888.1	PTHR11431	FAMILY
NP_460888.1	cd01055	FAMILY
NP_460888.1	SSF47240	HOMOLOGOUS_SUPERFAMILY
NP_460991.3	PF00936	DOMAIN
NP_460991.3	PTHR33941	NULL_TYPE
NP_460991.3	cd07056	NULL_TYPE
NP_460991.3	SSF143414	HOMOLOGOUS_SUPERFAMILY
NP_462146.1	PF07681	FAMILY
NP_462146.1	PTHR33452	NULL_TYPE
NP_463339.1	PF03739	FAMILY
NP_463339.1	PTHR33529	FAMILY
NP_460962.1	PF02654	FAMILY
NP_460962.1	PTHR34148	FAMILY
NP_462678.1	PF00381	DOMAIN
NP_462678.1	PTHR33705	NULL_TYPE
NP_462678.1	cd00367	DOMAIN
NP_462678.1	SSF55594	HOMOLOGOUS_SUPERFAMILY
NP_461776.1	G3DSA:3.40.50.300:FF:000492	NULL_TYPE
NP_461776.1	PF02492	DOMAIN
NP_461776.1	PTHR30134	FAMILY
NP_461776.1	cd05390	FAMILY
NP_461776.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_462591.1	PF03895	DOMAIN
NP_462591.1	PF05662	DOMAIN
NP_462591.1	PF05658	DOMAIN
NP_462591.1	PF13018	DOMAIN
NP_462591.1	cd12820	NULL_TYPE
NP_462591.1	SSF101967	HOMOLOGOUS_SUPERFAMILY
NP_462591.1	SSF101967	HOMOLOGOUS_SUPERFAMILY
NP_462591.1	SSF101967	HOMOLOGOUS_SUPERFAMILY
NP_462591.1	SSF101967	HOMOLOGOUS_SUPERFAMILY
NP_462591.1	SSF101967	HOMOLOGOUS_SUPERFAMILY
NP_462591.1	SSF101967	HOMOLOGOUS_SUPERFAMILY
NP_462591.1	SSF101967	HOMOLOGOUS_SUPERFAMILY
NP_462591.1	SSF101967	HOMOLOGOUS_SUPERFAMILY
NP_462591.1	SSF101967	HOMOLOGOUS_SUPERFAMILY
NP_462591.1	SSF101967	HOMOLOGOUS_SUPERFAMILY
NP_462591.1	SSF54523	HOMOLOGOUS_SUPERFAMILY
NP_462591.1	SSF101967	HOMOLOGOUS_SUPERFAMILY
NP_460760.3	PF04293	FAMILY
NP_460760.3	PTHR30029	FAMILY
NP_463214.1	G3DSA:3.30.420.10:FF:000003	NULL_TYPE
NP_463214.1	PF00929	DOMAIN
NP_463214.1	PTHR11046	FAMILY
NP_463214.1	cd06135	FAMILY
NP_463214.1	SSF53098	HOMOLOGOUS_SUPERFAMILY
NP_459172.1	PF09691	FAMILY
NP_460310.1	PF00563	DOMAIN
NP_460310.1	PTHR33121	NULL_TYPE
NP_460310.1	SSF141868	HOMOLOGOUS_SUPERFAMILY
NP_460391.1	G3DSA:1.20.1720.10:FF:000005	NULL_TYPE
NP_460391.1	PF07690	FAMILY
NP_460391.1	PTHR23502	NULL_TYPE
NP_460391.1	cd17320	NULL_TYPE
NP_460391.1	SSF103473	HOMOLOGOUS_SUPERFAMILY
NP_461019.1	PF13242	NULL_TYPE
NP_461019.1	PF00475	FAMILY
NP_461019.1	G3DSA:3.40.50.1000:FF:000061	NULL_TYPE
NP_461019.1	G3DSA:3.30.230.40:FF:000001	NULL_TYPE
NP_461019.1	G3DSA:3.30.230.40:FF:000003	NULL_TYPE
NP_461019.1	PTHR23133	FAMILY
NP_461019.1	cd07914	FAMILY
NP_461019.1	cd07503	NULL_TYPE
NP_461019.1	SSF54211	HOMOLOGOUS_SUPERFAMILY
NP_461019.1	SSF54211	HOMOLOGOUS_SUPERFAMILY
NP_461019.1	SSF56784	HOMOLOGOUS_SUPERFAMILY
NP_461737.1	PF04069	DOMAIN
NP_461737.1	cd13638	NULL_TYPE
NP_461737.1	SSF53850	NULL_TYPE
NP_461731.1	PF00462	DOMAIN
NP_461731.1	cd02976	NULL_TYPE
NP_461731.1	SSF52833	HOMOLOGOUS_SUPERFAMILY
NP_460026.1	PF15645	DOMAIN
NP_460026.1	G3DSA:3.30.2440.10:FF:000001	NULL_TYPE
NP_462553.1	PF08681	FAMILY
NP_462553.1	PTHR35401	FAMILY
NP_462553.1	SSF47598	HOMOLOGOUS_SUPERFAMILY
NP_462128.1	G3DSA:2.40.30.10:FF:000055	NULL_TYPE
NP_462128.1	PF08021	DOMAIN
NP_462128.1	G3DSA:3.40.50.80:FF:000022	NULL_TYPE
NP_462128.1	PF04954	DOMAIN
NP_462128.1	PTHR30157	FAMILY
NP_462128.1	cd06193	NULL_TYPE
NP_462128.1	SSF63380	HOMOLOGOUS_SUPERFAMILY
NP_461923.1	PF03741	FAMILY
NP_461923.1	PTHR30060	NULL_TYPE
NP_460342.1	PF04728	DOMAIN
NP_460342.1	G3DSA:1.20.5.190:FF:000002	NULL_TYPE
NP_460342.1	PTHR38763	FAMILY
NP_460342.1	SSF58042	NULL_TYPE
NP_462006.1	G3DSA:3.30.300.10:FF:000003	NULL_TYPE
NP_462006.1	PF00438	DOMAIN
NP_462006.1	G3DSA:3.30.300.10:FF:000001	NULL_TYPE
NP_462006.1	PF02772	DOMAIN
NP_462006.1	PF02773	DOMAIN
NP_462006.1	PTHR11964	FAMILY
NP_462006.1	cd18079	NULL_TYPE
NP_462006.1	SSF55973	HOMOLOGOUS_SUPERFAMILY
NP_462006.1	SSF55973	HOMOLOGOUS_SUPERFAMILY
NP_462006.1	SSF55973	HOMOLOGOUS_SUPERFAMILY
NP_461477.1	G3DSA:3.90.1010.10:FF:000001	NULL_TYPE
NP_461477.1	PF01592	DOMAIN
NP_461477.1	PTHR10093	DOMAIN
NP_461477.1	cd06664	DOMAIN
NP_461477.1	SSF82649	NULL_TYPE
NP_460773.1	PF01612	DOMAIN
NP_460773.1	G3DSA:3.30.420.10:FF:000060	NULL_TYPE
NP_460773.1	PF00570	DOMAIN
NP_460773.1	G3DSA:1.10.150.80:FF:000007	NULL_TYPE
NP_460773.1	PTHR47649	NULL_TYPE
NP_460773.1	cd06142	NULL_TYPE
NP_460773.1	SSF47819	HOMOLOGOUS_SUPERFAMILY
NP_460773.1	SSF47819	HOMOLOGOUS_SUPERFAMILY
NP_460773.1	SSF53098	HOMOLOGOUS_SUPERFAMILY
NP_460834.1	PF00795	DOMAIN
NP_460834.1	SSF56317	HOMOLOGOUS_SUPERFAMILY
NP_460056.1	PF12833	DOMAIN
NP_460056.1	PTHR47894	NULL_TYPE
NP_460056.1	SSF51215	HOMOLOGOUS_SUPERFAMILY
NP_460056.1	SSF46689	HOMOLOGOUS_SUPERFAMILY
NP_462476.1	PF07947	FAMILY
NP_462476.1	PTHR31885	FAMILY
NP_460419.1	PF03116	FAMILY
NP_460419.1	PTHR30578	FAMILY
NP_462369.1	PF13545	DOMAIN
NP_462369.1	G3DSA:1.10.10.10:FF:000006	NULL_TYPE
NP_462369.1	PF00027	DOMAIN
NP_462369.1	G3DSA:2.60.120.10:FF:000001	NULL_TYPE
NP_462369.1	PTHR24567	NULL_TYPE
NP_462369.1	cd00038	DOMAIN
NP_462369.1	cd00092	NULL_TYPE
NP_462369.1	SSF46785	HOMOLOGOUS_SUPERFAMILY
NP_462369.1	SSF51206	HOMOLOGOUS_SUPERFAMILY
NP_459718.1	PF01127	FAMILY
NP_459718.1	G3DSA:1.20.1300.10:FF:000001	NULL_TYPE
NP_459718.1	PTHR38689	FAMILY
NP_459718.1	cd03494	NULL_TYPE
NP_459718.1	SSF81343	HOMOLOGOUS_SUPERFAMILY
NP_461119.1	PF01207	DOMAIN
NP_461119.1	PTHR11082	NULL_TYPE
NP_461119.1	cd02801	DOMAIN
NP_461119.1	SSF51395	NULL_TYPE
NP_459318.1	G3DSA:3.40.1160.10:FF:000006	NULL_TYPE
NP_459318.1	PF00696	DOMAIN
NP_459318.1	G3DSA:2.30.130.10:FF:000003	NULL_TYPE
NP_459318.1	PF01472	DOMAIN
NP_459318.1	PTHR43654	NULL_TYPE
NP_459318.1	cd21157	NULL_TYPE
NP_459318.1	cd04242	DOMAIN
NP_459318.1	SSF88697	HOMOLOGOUS_SUPERFAMILY
NP_459318.1	SSF53633	HOMOLOGOUS_SUPERFAMILY
NP_460492.1	SSF56762	HOMOLOGOUS_SUPERFAMILY
NP_463398.1	PF01380	DOMAIN
NP_463398.1	PTHR10937	NULL_TYPE
NP_463398.1	cd05008	DOMAIN
NP_463398.1	cd05009	DOMAIN
NP_463398.1	SSF53697	HOMOLOGOUS_SUPERFAMILY
NP_462420.1	G3DSA:1.10.1220.10:FF:000007	NULL_TYPE
NP_462420.1	PF04221	FAMILY
NP_462420.1	PTHR38781	FAMILY
NP_462751.1	PF13419	FAMILY
NP_462751.1	PTHR46193	NULL_TYPE
NP_462751.1	cd07526	NULL_TYPE
NP_462751.1	SSF56784	HOMOLOGOUS_SUPERFAMILY
NP_453702.1	PF02775	DOMAIN
NP_453702.1	PF02776	DOMAIN
NP_453702.1	PF00205	DOMAIN
NP_453702.1	PTHR18968	FAMILY
NP_453702.1	cd02003	NULL_TYPE
NP_453702.1	cd07035	NULL_TYPE
NP_453702.1	SSF52467	HOMOLOGOUS_SUPERFAMILY
NP_453702.1	SSF52518	HOMOLOGOUS_SUPERFAMILY
NP_453702.1	SSF52518	HOMOLOGOUS_SUPERFAMILY
NP_459831.1	PF03328	DOMAIN
NP_459831.1	PTHR32308	NULL_TYPE
NP_459831.1	SSF51621	HOMOLOGOUS_SUPERFAMILY
NP_459831.1	SSF51621	HOMOLOGOUS_SUPERFAMILY
NP_461144.1	G3DSA:2.170.130.10:FF:000004	NULL_TYPE
NP_461144.1	PF00593	DOMAIN
NP_461144.1	G3DSA:2.40.170.20:FF:000002	NULL_TYPE
NP_461144.1	PF07715	DOMAIN
NP_461144.1	PTHR30069	FAMILY
NP_461144.1	cd01347	NULL_TYPE
NP_461144.1	SSF56935	NULL_TYPE
NP_463059.1	PF11656	FAMILY
NP_461939.1	PF03222	FAMILY
NP_461939.1	PTHR35334	FAMILY
NP_462093.1	PF00512	DOMAIN
NP_462093.1	G3DSA:3.30.565.10:FF:000055	NULL_TYPE
NP_462093.1	G3DSA:1.10.287.130:FF:000035	NULL_TYPE
NP_462093.1	G3DSA:1.20.5.1040:FF:000002	NULL_TYPE
NP_462093.1	PF08521	DOMAIN
NP_462093.1	PF02518	DOMAIN
NP_462093.1	G3DSA:1.20.5.1040:FF:000001	NULL_TYPE
NP_462093.1	PTHR45436	NULL_TYPE
NP_462093.1	cd00082	DOMAIN
NP_462093.1	SSF47384	HOMOLOGOUS_SUPERFAMILY
NP_462093.1	SSF55874	HOMOLOGOUS_SUPERFAMILY
NP_461431.1	G3DSA:3.40.50.300:FF:000452	NULL_TYPE
NP_461431.1	PF00308	DOMAIN
NP_461431.1	G3DSA:1.10.8.60:FF:000024	NULL_TYPE
NP_461431.1	PTHR30050	NULL_TYPE
NP_461431.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_460156.1	PF10150	FAMILY
NP_460156.1	PF12111	DOMAIN
NP_460156.1	PF00575	DOMAIN
NP_460156.1	G3DSA:3.40.1260.20:FF:000002	NULL_TYPE
NP_460156.1	G3DSA:2.40.50.140:FF:000040	NULL_TYPE
NP_460156.1	PTHR30001	FAMILY
NP_460156.1	cd04453	NULL_TYPE
NP_460156.1	SSF50249	HOMOLOGOUS_SUPERFAMILY
NP_461024.1	PF02706	DOMAIN
NP_461024.1	G3DSA:3.30.1890.10:FF:000002	NULL_TYPE
NP_461024.1	PTHR32309	NULL_TYPE
NP_461024.1	SSF160355	NULL_TYPE
NP_461193.1|NP_462715.1	G3DSA:2.40.50.140:FF:000104	NULL_TYPE
NP_461193.1|NP_462715.1	PF03100	FAMILY
NP_461193.1|NP_462715.1	PTHR34128	FAMILY
NP_461193.1|NP_462715.1	SSF82093	HOMOLOGOUS_SUPERFAMILY
NP_460646.1	PF04024	DOMAIN
NP_460646.1	PTHR33885	NULL_TYPE
NP_461606.1	G3DSA:3.30.1320.10:FF:000001	NULL_TYPE
NP_461606.1	PF00886	FAMILY
NP_461606.1	PTHR12919	FAMILY
NP_461606.1	SSF54565	HOMOLOGOUS_SUPERFAMILY
NP_461384.3	PF00583	DOMAIN
NP_461384.3	PTHR43072	NULL_TYPE
NP_461384.3	cd04301	NULL_TYPE
NP_461384.3	SSF55729	HOMOLOGOUS_SUPERFAMILY
NP_462304.1	PF07369	FAMILY
NP_462304.1	SSF160272	HOMOLOGOUS_SUPERFAMILY
NP_462794.1	G3DSA:3.20.10.10:FF:000001	NULL_TYPE
NP_462794.1	G3DSA:3.30.470.10:FF:000001	NULL_TYPE
NP_462794.1	PF01063	FAMILY
NP_462794.1	PTHR42743	NULL_TYPE
NP_462794.1	cd01557	FAMILY
NP_462794.1	SSF56752	HOMOLOGOUS_SUPERFAMILY
NP_490545.1	PF00717	DOMAIN
NP_490545.1	PTHR33516	NULL_TYPE
NP_490545.1	cd06529	DOMAIN
NP_490545.1	SSF51306	HOMOLOGOUS_SUPERFAMILY
NP_461729.1	PF00155	DOMAIN
NP_461729.1	PF00392	DOMAIN
NP_461729.1	PTHR46577	NULL_TYPE
NP_461729.1	cd00609	NULL_TYPE
NP_461729.1	cd07377	DOMAIN
NP_461729.1	SSF46785	HOMOLOGOUS_SUPERFAMILY
NP_461729.1	SSF53383	HOMOLOGOUS_SUPERFAMILY
NP_462245.1	PF04074	FAMILY
NP_462245.1	G3DSA:2.60.120.370:FF:000001	NULL_TYPE
NP_462245.1	PTHR34986	FAMILY
NP_462245.1	SSF51197	NULL_TYPE
NP_462326.1	PF00327	DOMAIN
NP_462326.1	G3DSA:3.30.1390.20:FF:000001	NULL_TYPE
NP_462326.1	PTHR15892	FAMILY
NP_462326.1	cd01658	FAMILY
NP_462326.1	SSF55129	HOMOLOGOUS_SUPERFAMILY
NP_462682.1	PF02302	DOMAIN
NP_462682.1	cd05566	NULL_TYPE
NP_462682.1	SSF52794	HOMOLOGOUS_SUPERFAMILY
NP_463301.1	SSF63520	HOMOLOGOUS_SUPERFAMILY
NP_460924.1	PF02108	DOMAIN
NP_460924.1	PTHR34982	NULL_TYPE
NP_461760.1	G3DSA:1.10.8.60:FF:000045	NULL_TYPE
NP_461760.1	G3DSA:3.30.450.40:FF:000021	NULL_TYPE
NP_461760.1	PF00158	DOMAIN
NP_461760.1	G3DSA:3.40.50.300:FF:000006	NULL_TYPE
NP_461760.1	PF01590	DOMAIN
NP_461760.1	PTHR32071	NULL_TYPE
NP_461760.1	cd00009	NULL_TYPE
NP_461760.1	SSF46689	HOMOLOGOUS_SUPERFAMILY
NP_461760.1	SSF55781	NULL_TYPE
NP_461760.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_463446.1	PF06123	FAMILY
NP_463446.1	PTHR30092	FAMILY
NP_462662.1	PF00689	DOMAIN
NP_462662.1	PF00690	DOMAIN
NP_462662.1	PF00122	NULL_TYPE
NP_462662.1	PF00702	NULL_TYPE
NP_462662.1	PTHR42861	NULL_TYPE
NP_462662.1	cd02077	FAMILY
NP_462662.1	SSF81653	HOMOLOGOUS_SUPERFAMILY
NP_462662.1	SSF81665	HOMOLOGOUS_SUPERFAMILY
NP_462662.1	SSF56784	HOMOLOGOUS_SUPERFAMILY
NP_490568.1	PF07296	FAMILY
NP_461514.1	G3DSA:2.40.50.140:FF:000074	NULL_TYPE
NP_461514.1	PF11967	DOMAIN
NP_461514.1	PF02565	FAMILY
NP_461514.1	G3DSA:1.20.1440.120:FF:000001	NULL_TYPE
NP_461514.1	PTHR33991	FAMILY
NP_461514.1	SSF50249	HOMOLOGOUS_SUPERFAMILY
NP_461514.1	SSF57863	HOMOLOGOUS_SUPERFAMILY
NP_462362.1	G3DSA:3.40.50.360:FF:000013	NULL_TYPE
NP_462362.1	PF02525	DOMAIN
NP_462362.1	PTHR47307	FAMILY
NP_462362.1	SSF52218	HOMOLOGOUS_SUPERFAMILY
NP_462555.1	PF05746	DOMAIN
NP_462555.1	PF02092	FAMILY
NP_462555.1	PTHR30075	FAMILY
NP_462555.1	SSF109604	NULL_TYPE
NP_463046.1	PF13673	DOMAIN
NP_463046.1	PTHR43800	NULL_TYPE
NP_463046.1	cd04301	NULL_TYPE
NP_463046.1	SSF55729	HOMOLOGOUS_SUPERFAMILY
NP_460158.1	PF11254	FAMILY
NP_459195.1	PF14812	DOMAIN
NP_459195.1	PF00905	DOMAIN
NP_459195.1	PF14814	DOMAIN
NP_459195.1	PF00912	DOMAIN
NP_459195.1	G3DSA:3.40.710.10:FF:000006	NULL_TYPE
NP_459195.1	G3DSA:1.10.3810.10:FF:000002	NULL_TYPE
NP_459195.1	PTHR32282	NULL_TYPE
NP_459195.1	SSF56601	HOMOLOGOUS_SUPERFAMILY
NP_459195.1	SSF53955	HOMOLOGOUS_SUPERFAMILY
NP_462643.1	PF12105	DOMAIN
NP_462643.1	PF00588	DOMAIN
NP_462643.1	G3DSA:3.40.1280.10:FF:000009	NULL_TYPE
NP_462643.1	PTHR43453	FAMILY
NP_462643.1	cd18092	FAMILY
NP_462643.1	SSF75217	HOMOLOGOUS_SUPERFAMILY
NP_461683.1	PF01380	DOMAIN
NP_461683.1	PTHR43443	FAMILY
NP_461683.1	cd05005	FAMILY
NP_461683.1	SSF53697	HOMOLOGOUS_SUPERFAMILY
NP_462953.1	PF02782	DOMAIN
NP_462953.1	PF00370	DOMAIN
NP_462953.1	PTHR43095	NULL_TYPE
NP_462953.1	cd07775	FAMILY
NP_462953.1	SSF53067	HOMOLOGOUS_SUPERFAMILY
NP_462953.1	SSF53067	HOMOLOGOUS_SUPERFAMILY
NP_459639.1	PF04390	FAMILY
NP_459639.1	G3DSA:3.30.160.150:FF:000001	NULL_TYPE
NP_459639.1	PTHR38098	FAMILY
NP_460255.1	PF01263	FAMILY
NP_460255.1	PTHR11122	NULL_TYPE
NP_460255.1	cd09020	FAMILY
NP_460255.1	SSF74650	HOMOLOGOUS_SUPERFAMILY
NP_459198.1	G3DSA:3.40.50.1980:FF:000016	NULL_TYPE
NP_459198.1	G3DSA:3.40.50.1980:FF:000015	NULL_TYPE
NP_459198.1	PF01497	DOMAIN
NP_459198.1	PTHR30532	NULL_TYPE
NP_459198.1	cd01146	NULL_TYPE
NP_459198.1	SSF53807	NULL_TYPE
NP_462184.3	PF01541	DOMAIN
NP_462184.3	PTHR34477	NULL_TYPE
NP_462184.3	cd10456	NULL_TYPE
NP_462184.3	SSF82771	HOMOLOGOUS_SUPERFAMILY
NP_459279.1	PF05936	FAMILY
NP_459279.1	PTHR35566	FAMILY
NP_461223.1	G3DSA:1.10.10.10:FF:000001	NULL_TYPE
