id_protein	id_analysis	type
NP_215748.1	PF03448	DOMAIN
NP_215748.1	PF00571	DOMAIN
NP_215748.1	G3DSA:3.10.580.10:FF:000054	NULL_TYPE
NP_215748.1	PTHR43773	FAMILY
NP_215748.1	cd04606	NULL_TYPE
NP_215748.1	SSF158791	NULL_TYPE
NP_215748.1	SSF54631	HOMOLOGOUS_SUPERFAMILY
NP_215748.1	SSF50346	HOMOLOGOUS_SUPERFAMILY
NP_215588.1	PF12811	FAMILY
NP_215588.1	PTHR41282	FAMILY
NP_216237.2	SSF47598	HOMOLOGOUS_SUPERFAMILY
NP_214722.1	PF02390	FAMILY
NP_214722.1	G3DSA:3.40.50.150:FF:000035	NULL_TYPE
NP_214722.1	PTHR23417	FAMILY
NP_214722.1	cd02440	NULL_TYPE
NP_214722.1	SSF53335	HOMOLOGOUS_SUPERFAMILY
NP_215183.1	PF17048	DOMAIN
NP_215183.1	PF04734	DOMAIN
NP_215183.1	PTHR12670	FAMILY
NP_215385.1	PF03733	DOMAIN
NP_215385.1	PTHR42903	NULL_TYPE
YP_178017.1	G3DSA:3.40.50.1820:FF:000086	NULL_TYPE
YP_178017.1	PF00756	FAMILY
YP_178017.1	PTHR48098	NULL_TYPE
YP_178017.1	SSF53474	HOMOLOGOUS_SUPERFAMILY
NP_216107.1	PF10821	FAMILY
NP_216959.1	PF00375	FAMILY
NP_216959.1	G3DSA:1.10.3860.10:FF:000001	NULL_TYPE
NP_216959.1	PTHR42865	FAMILY
NP_216959.1	SSF118215	HOMOLOGOUS_SUPERFAMILY
YP_177856.1	G3DSA:2.20.28.120:FF:000002	NULL_TYPE
YP_177856.1	PF00471	FAMILY
YP_177856.1	PTHR15238	NULL_TYPE
YP_177856.1	SSF57829	HOMOLOGOUS_SUPERFAMILY
YP_177765.1	PF00823	DOMAIN
YP_177765.1	G3DSA:1.20.1260.20:FF:000001	NULL_TYPE
YP_177765.1	PF12484	DOMAIN
YP_177765.1	PTHR46766	NULL_TYPE
YP_177765.1	SSF140459	NULL_TYPE
NP_214989.1	SSF58113	NULL_TYPE
NP_217546.1	PF08241	DOMAIN
NP_217546.1	G3DSA:3.40.50.150:FF:000513	NULL_TYPE
NP_217546.1	PTHR42912	NULL_TYPE
NP_217546.1	cd02440	NULL_TYPE
NP_217546.1	SSF53335	HOMOLOGOUS_SUPERFAMILY
NP_216134.1	G3DSA:2.40.160.210:FF:000014	NULL_TYPE
NP_216134.1	PF02551	DOMAIN
NP_216134.1	PTHR11066	FAMILY
NP_216134.1	cd03444	NULL_TYPE
NP_216134.1	cd03445	NULL_TYPE
NP_216134.1	SSF54637	HOMOLOGOUS_SUPERFAMILY
NP_216134.1	SSF54637	HOMOLOGOUS_SUPERFAMILY
NP_216420.1	G3DSA:3.30.750.24:FF:000032	NULL_TYPE
NP_216420.1	PF01740	DOMAIN
NP_216420.1	PTHR33495	NULL_TYPE
NP_216420.1	cd07043	NULL_TYPE
NP_216420.1	SSF52091	HOMOLOGOUS_SUPERFAMILY
NP_216361.1	G3DSA:3.30.2010.10:FF:000013	NULL_TYPE
NP_216361.1	PF01435	DOMAIN
NP_216361.1	PTHR34978	NULL_TYPE
NP_216361.1	cd07326	NULL_TYPE
NP_215533.1	G3DSA:3.40.50.2020:FF:000007	NULL_TYPE
NP_215533.1	PF14572	FAMILY
NP_215533.1	PF13793	DOMAIN
NP_215533.1	PTHR10210	FAMILY
NP_215533.1	cd06223	DOMAIN
NP_215533.1	SSF53271	HOMOLOGOUS_SUPERFAMILY
NP_215828.1	PF10739	FAMILY
NP_217597.1	PF09970	FAMILY
NP_214953.1	PF00106	FAMILY
NP_214953.1	G3DSA:3.40.50.720:FF:000399	NULL_TYPE
NP_214953.1	PTHR24320	NULL_TYPE
NP_214953.1	cd05327	NULL_TYPE
NP_214953.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_215895.1	G3DSA:3.40.50.2020:FF:000020	NULL_TYPE
NP_215895.1	PF00156	DOMAIN
NP_215895.1	PTHR11608	NULL_TYPE
NP_215895.1	cd06223	DOMAIN
NP_215895.1	SSF53271	HOMOLOGOUS_SUPERFAMILY
NP_216591.1	PTHR35518	NULL_TYPE
NP_216591.1	cd08590	NULL_TYPE
NP_216591.1	SSF56436	HOMOLOGOUS_SUPERFAMILY
NP_216591.1	SSF51695	HOMOLOGOUS_SUPERFAMILY
NP_217431.1	G3DSA:3.20.20.140:FF:000054	NULL_TYPE
NP_217431.1	PF01979	DOMAIN
NP_217431.1	PTHR43135	NULL_TYPE
NP_217431.1	cd01299	NULL_TYPE
NP_217431.1	SSF51556	HOMOLOGOUS_SUPERFAMILY
NP_217453.1	PTHR43077	NULL_TYPE
YP_177873.1	PF07650	DOMAIN
YP_177873.1	G3DSA:3.40.50.300:FF:000094	NULL_TYPE
YP_177873.1	G3DSA:3.30.300.20:FF:000003	NULL_TYPE
YP_177873.1	PF01926	DOMAIN
YP_177873.1	PTHR42698	FAMILY
YP_177873.1	cd22534	NULL_TYPE
YP_177873.1	cd04163	DOMAIN
YP_177873.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
YP_177873.1	SSF54814	HOMOLOGOUS_SUPERFAMILY
NP_216200.1	PF03966	FAMILY
NP_216200.1	PTHR33505	NULL_TYPE
NP_216200.1	SSF158997	NULL_TYPE
NP_218316.2	G3DSA:3.90.226.10:FF:000016	NULL_TYPE
NP_218316.2	G3DSA:3.90.226.10:FF:000017	NULL_TYPE
NP_218316.2	PF01039	DOMAIN
NP_218316.2	PTHR43842	NULL_TYPE
NP_218316.2	SSF52096	HOMOLOGOUS_SUPERFAMILY
NP_218316.2	SSF52096	HOMOLOGOUS_SUPERFAMILY
YP_177807.1	PF00067	FAMILY
YP_177807.1	PTHR24291	NULL_TYPE
YP_177807.1	cd20620	NULL_TYPE
YP_177807.1	SSF48264	HOMOLOGOUS_SUPERFAMILY
NP_217294.1	PF10604	FAMILY
NP_217294.1	cd07812	NULL_TYPE
NP_217294.1	SSF55961	NULL_TYPE
NP_217390.1	PF00578	DOMAIN
NP_217390.1	PF17991	DOMAIN
NP_217390.1	PF02683	DOMAIN
NP_217390.1	PTHR42852	NULL_TYPE
NP_217390.1	cd03012	NULL_TYPE
NP_217390.1	SSF52833	HOMOLOGOUS_SUPERFAMILY
NP_218020.1	PF13459	NULL_TYPE
NP_218020.1	PTHR36923	NULL_TYPE
NP_218020.1	SSF54862	NULL_TYPE
YP_177917.1	G3DSA:3.40.50.970:FF:000016	NULL_TYPE
YP_177917.1	PF02775	DOMAIN
YP_177917.1	G3DSA:3.40.50.1220:FF:000008	NULL_TYPE
YP_177917.1	PF02776	DOMAIN
YP_177917.1	G3DSA:3.40.50.970:FF:000007	NULL_TYPE
YP_177917.1	PF00205	DOMAIN
YP_177917.1	PTHR18968	FAMILY
YP_177917.1	cd02015	DOMAIN
YP_177917.1	cd07035	NULL_TYPE
YP_177917.1	SSF52518	HOMOLOGOUS_SUPERFAMILY
YP_177917.1	SSF52467	HOMOLOGOUS_SUPERFAMILY
YP_177917.1	SSF52518	HOMOLOGOUS_SUPERFAMILY
NP_215143.1	PF13538	DOMAIN
NP_215143.1	PF13604	NULL_TYPE
NP_215143.1	G3DSA:3.40.50.300:FF:002987	NULL_TYPE
NP_215143.1	PTHR43788	NULL_TYPE
NP_215143.1	cd17933	NULL_TYPE
NP_215143.1	cd18809	NULL_TYPE
NP_215143.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_215143.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
YP_177962.1	PF00934	DOMAIN
YP_177962.1	SSF140459	NULL_TYPE
YP_178016.1	PF12706	DOMAIN
YP_178016.1	PF00753	DOMAIN
YP_178016.1	PTHR46018	NULL_TYPE
YP_178016.1	cd07719	DOMAIN
YP_178016.1	SSF56281	HOMOLOGOUS_SUPERFAMILY
NP_216702.1	SSF55961	NULL_TYPE
NP_217139.1	PF00582	DOMAIN
NP_217139.1	G3DSA:3.40.50.620:FF:000123	NULL_TYPE
NP_217139.1	PTHR46268	NULL_TYPE
NP_217139.1	cd00293	NULL_TYPE
NP_217139.1	cd00293	NULL_TYPE
NP_217139.1	SSF52402	NULL_TYPE
NP_217139.1	SSF52402	NULL_TYPE
NP_216288.1	PF03861	DOMAIN
NP_218222.1	PF14032	DOMAIN
NP_218222.1	G3DSA:3.40.1000.70:FF:000001	NULL_TYPE
NP_215368.1	PF00205	DOMAIN
NP_215368.1	G3DSA:3.40.50.970:FF:000024	NULL_TYPE
NP_215368.1	G3DSA:3.40.50.1220:FF:000042	NULL_TYPE
NP_215368.1	G3DSA:3.40.50.970:FF:000019	NULL_TYPE
NP_215368.1	PF02775	DOMAIN
NP_215368.1	PF02776	DOMAIN
NP_215368.1	PTHR43452	FAMILY
NP_215368.1	cd07038	DOMAIN
NP_215368.1	cd02005	DOMAIN
NP_215368.1	SSF52518	HOMOLOGOUS_SUPERFAMILY
NP_215368.1	SSF52518	HOMOLOGOUS_SUPERFAMILY
NP_215368.1	SSF52467	HOMOLOGOUS_SUPERFAMILY
NP_215959.1	G3DSA:3.30.530.20:FF:000056	NULL_TYPE
NP_215959.1	SSF55961	NULL_TYPE
NP_218419.1	PF15598	FAMILY
NP_218271.3	PF20463	DOMAIN
NP_218271.3	PF02153	DOMAIN
NP_218271.3	PTHR21363	NULL_TYPE
NP_218271.3	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_218271.3	SSF48179	HOMOLOGOUS_SUPERFAMILY
NP_216217.1	PF02899	DOMAIN
NP_216217.1	PF00589	DOMAIN
NP_216217.1	PTHR30349	NULL_TYPE
NP_216217.1	cd00798	NULL_TYPE
NP_216217.1	SSF56349	HOMOLOGOUS_SUPERFAMILY
NP_217262.1	G3DSA:1.20.120.1760:FF:000007	NULL_TYPE
NP_217262.1	PF01066	FAMILY
NP_217262.1	PTHR14269	NULL_TYPE
NP_217432.1	PF00448	DOMAIN
NP_217432.1	PF02978	DOMAIN
NP_217432.1	G3DSA:3.40.50.300:FF:000022	NULL_TYPE
NP_217432.1	PF02881	DOMAIN
NP_217432.1	PTHR11564	FAMILY
NP_217432.1	cd18539	NULL_TYPE
NP_217432.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_217432.1	SSF47446	HOMOLOGOUS_SUPERFAMILY
NP_217492.1	PF03167	DOMAIN
NP_217492.1	G3DSA:3.40.470.10:FF:000006	NULL_TYPE
NP_217492.1	PTHR11264	FAMILY
NP_217492.1	cd10027	FAMILY
NP_217492.1	SSF52141	HOMOLOGOUS_SUPERFAMILY
NP_215636.1	PF00211	DOMAIN
NP_215636.1	PTHR43081	NULL_TYPE
NP_215636.1	cd07302	DOMAIN
NP_215636.1	SSF55073	HOMOLOGOUS_SUPERFAMILY
NP_216072.1	PF00440	DOMAIN
NP_216072.1	PF16859	DOMAIN
NP_216072.1	PTHR30055	NULL_TYPE
NP_216072.1	SSF46689	HOMOLOGOUS_SUPERFAMILY
NP_216072.1	SSF48498	HOMOLOGOUS_SUPERFAMILY
NP_217152.1	PF07931	NULL_TYPE
NP_217152.1	cd00227	FAMILY
NP_217152.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
YP_177817.1	PF01469	REPEAT
YP_177817.1	PF00823	DOMAIN
YP_177817.1	G3DSA:1.20.1260.20:FF:000001	NULL_TYPE
YP_177817.1	PTHR46766	NULL_TYPE
YP_177817.1	SSF140459	NULL_TYPE
NP_215292.1	PF00067	FAMILY
NP_215292.1	G3DSA:1.10.630.10:FF:000018	NULL_TYPE
NP_215292.1	PTHR46696	NULL_TYPE
NP_215292.1	cd11033	NULL_TYPE
NP_215292.1	SSF48264	HOMOLOGOUS_SUPERFAMILY
NP_216909.1	PF01903	FAMILY
NP_216909.1	PTHR33542	NULL_TYPE
NP_216909.1	cd03414	NULL_TYPE
NP_216909.1	cd03416	NULL_TYPE
NP_216909.1	SSF53800	NULL_TYPE
NP_215223.1	G3DSA:1.10.287.310:FF:000001	NULL_TYPE
NP_215223.1	PF00831	FAMILY
NP_215223.1	PTHR10916	NULL_TYPE
NP_215223.1	cd00427	NULL_TYPE
NP_215223.1	SSF46561	HOMOLOGOUS_SUPERFAMILY
NP_216357.1	PF00571	DOMAIN
NP_216357.1	PF01595	DOMAIN
NP_216357.1	PTHR43099	NULL_TYPE
NP_216357.1	cd04590	DOMAIN
NP_216357.1	SSF54631	HOMOLOGOUS_SUPERFAMILY
NP_216934.1	cd00229	NULL_TYPE
NP_216934.1	SSF52266	NULL_TYPE
NP_217769.1	PF00487	DOMAIN
NP_217769.1	PTHR38674	FAMILY
NP_217769.1	cd03512	FAMILY
NP_216243.1	PF11716	DOMAIN
NP_216243.1	SSF109854	HOMOLOGOUS_SUPERFAMILY
YP_177964.1	PF01469	REPEAT
YP_177964.1	G3DSA:1.20.1260.20:FF:000001	NULL_TYPE
YP_177964.1	PF00823	DOMAIN
YP_177964.1	PTHR46766	NULL_TYPE
YP_177964.1	SSF140459	NULL_TYPE
NP_218121.2	PF20570	DOMAIN
NP_216469.1	PTHR33653	NULL_TYPE
NP_216469.1	SSF88723	HOMOLOGOUS_SUPERFAMILY
NP_215173.1	PF02452	FAMILY
NP_215173.1	PTHR33988	FAMILY
NP_215173.1	SSF50118	NULL_TYPE
YP_177788.1	PF02401	FAMILY
YP_177788.1	PTHR30426	FAMILY
YP_177788.1	cd13944	FAMILY
NP_216219.4	PF01596	FAMILY
NP_216219.4	PTHR43836	NULL_TYPE
NP_216219.4	cd02440	NULL_TYPE
NP_216219.4	SSF53335	HOMOLOGOUS_SUPERFAMILY
NP_215764.2	G3DSA:3.30.559.10:FF:000011	NULL_TYPE
NP_215764.2	G3DSA:3.40.50.970:FF:000018	NULL_TYPE
NP_215764.2	PF16078	DOMAIN
NP_215764.2	PF02779	DOMAIN
NP_215764.2	PF00198	DOMAIN
NP_215764.2	PF16870	DOMAIN
NP_215764.2	G3DSA:3.40.50.11610:FF:000002	NULL_TYPE
NP_215764.2	PF00676	DOMAIN
NP_215764.2	PTHR23152	FAMILY
NP_215764.2	cd02016	NULL_TYPE
NP_215764.2	SSF52518	HOMOLOGOUS_SUPERFAMILY
NP_215764.2	SSF52518	HOMOLOGOUS_SUPERFAMILY
NP_215764.2	SSF52777	NULL_TYPE
YP_177732.1	G3DSA:3.40.50.1000:FF:000025	NULL_TYPE
YP_177732.1	PF12710	NULL_TYPE
YP_177732.1	PTHR43344	NULL_TYPE
YP_177732.1	cd02612	NULL_TYPE
YP_177732.1	SSF56784	HOMOLOGOUS_SUPERFAMILY
NP_217837.1	PF01850	DOMAIN
NP_217837.1	SSF88723	HOMOLOGOUS_SUPERFAMILY
NP_214696.1	G3DSA:1.10.10.10:FF:000959	NULL_TYPE
NP_214696.1	PF04542	DOMAIN
NP_214696.1	PF08281	DOMAIN
NP_214696.1	PF12680	DOMAIN
NP_214696.1	PTHR43133	FAMILY
NP_214696.1	cd06171	NULL_TYPE
NP_214696.1	SSF54427	HOMOLOGOUS_SUPERFAMILY
NP_214696.1	SSF88659	HOMOLOGOUS_SUPERFAMILY
NP_214696.1	SSF88946	HOMOLOGOUS_SUPERFAMILY
NP_215740.1	PF02416	FAMILY
NP_215352.1	PF09952	FAMILY
NP_217265.1	PF03992	DOMAIN
NP_217265.1	PTHR33336	NULL_TYPE
NP_217265.1	SSF54909	HOMOLOGOUS_SUPERFAMILY
NP_217046.1	PF01850	DOMAIN
NP_217046.1	cd18678	NULL_TYPE
NP_217046.1	SSF88723	HOMOLOGOUS_SUPERFAMILY
NP_215948.1	PF13450	NULL_TYPE
NP_215948.1	PTHR10668	NULL_TYPE
NP_215948.1	SSF51905	HOMOLOGOUS_SUPERFAMILY
YP_177955.1	G3DSA:3.30.70.360:FF:000018	NULL_TYPE
YP_177955.1	PF01546	FAMILY
YP_177955.1	PTHR11014	FAMILY
YP_177955.1	cd08014	NULL_TYPE
YP_177955.1	SSF55031	HOMOLOGOUS_SUPERFAMILY
YP_177955.1	SSF53187	NULL_TYPE
NP_216586.1	PF02571	FAMILY
NP_216586.1	PTHR36925	FAMILY
NP_217409.1	PF00296	DOMAIN
NP_217409.1	PTHR43244	NULL_TYPE
NP_217409.1	SSF51679	HOMOLOGOUS_SUPERFAMILY
NP_217612.1	SSF51445	HOMOLOGOUS_SUPERFAMILY
NP_217662.1	G3DSA:3.40.50.12280:FF:000004	NULL_TYPE
NP_217662.1	PF01058	DOMAIN
NP_217662.1	PTHR11995	NULL_TYPE
NP_217662.1	SSF56770	NULL_TYPE
NP_218057.1	G3DSA:3.40.47.10:FF:000090	NULL_TYPE
NP_218057.1	PTHR42870	NULL_TYPE
NP_218057.1	cd00829	NULL_TYPE
NP_218057.1	SSF53901	HOMOLOGOUS_SUPERFAMILY
NP_218057.1	SSF53901	HOMOLOGOUS_SUPERFAMILY
NP_216889.1	PF00226	DOMAIN
NP_216889.1	PF01556	DOMAIN
NP_216889.1	G3DSA:2.60.260.20:FF:000005	NULL_TYPE
NP_216889.1	PF00684	DOMAIN
NP_216889.1	G3DSA:2.10.230.10:FF:000002	NULL_TYPE
NP_216889.1	PTHR43096	NULL_TYPE
NP_216889.1	cd10747	NULL_TYPE
NP_216889.1	cd10719	DOMAIN
NP_216889.1	cd06257	DOMAIN
NP_216889.1	SSF46565	HOMOLOGOUS_SUPERFAMILY
NP_216889.1	SSF57938	HOMOLOGOUS_SUPERFAMILY
NP_216889.1	SSF49493	HOMOLOGOUS_SUPERFAMILY
NP_216889.1	SSF49493	HOMOLOGOUS_SUPERFAMILY
YP_177616.1	PF08843	FAMILY
YP_177616.1	SSF81301	HOMOLOGOUS_SUPERFAMILY
NP_215040.1	PF08534	DOMAIN
NP_215040.1	PTHR42852	NULL_TYPE
NP_215040.1	cd02966	NULL_TYPE
NP_215040.1	SSF52833	HOMOLOGOUS_SUPERFAMILY
NP_218248.1	PF04679	DOMAIN
NP_218248.1	PF01068	DOMAIN
NP_218248.1	PTHR45674	NULL_TYPE
NP_218248.1	cd07905	DOMAIN
NP_218248.1	cd07970	DOMAIN
NP_218248.1	SSF56091	NULL_TYPE
NP_218248.1	SSF50249	HOMOLOGOUS_SUPERFAMILY
NP_217940.1	G3DSA:2.40.37.10:FF:000015	NULL_TYPE
NP_217940.1	PF01168	DOMAIN
NP_217940.1	PF00842	DOMAIN
NP_217940.1	G3DSA:3.20.20.10:FF:000002	NULL_TYPE
NP_217940.1	PTHR30511	NULL_TYPE
NP_217940.1	cd00430	NULL_TYPE
NP_217940.1	SSF51419	HOMOLOGOUS_SUPERFAMILY
NP_217940.1	SSF50621	HOMOLOGOUS_SUPERFAMILY
YP_177752.1	PF00934	DOMAIN
YP_177752.1	PF00300	FAMILY
YP_177752.1	PTHR48100	NULL_TYPE
YP_177752.1	SSF53254	HOMOLOGOUS_SUPERFAMILY
YP_177752.1	SSF140459	NULL_TYPE
NP_218182.1	PF00528	DOMAIN
NP_218182.1	PF19300	DOMAIN
NP_218182.1	G3DSA:1.10.3720.10:FF:000078	NULL_TYPE
NP_218182.1	PTHR43163	NULL_TYPE
NP_218182.1	cd06261	DOMAIN
NP_218182.1	SSF161098	HOMOLOGOUS_SUPERFAMILY
NP_216517.1	PF01643	FAMILY
NP_216517.1	PTHR31793	NULL_TYPE
NP_216517.1	SSF54637	HOMOLOGOUS_SUPERFAMILY
NP_216517.1	SSF54637	HOMOLOGOUS_SUPERFAMILY
NP_214707.1	SSF51197	NULL_TYPE
NP_216498.1	PF01850	DOMAIN
NP_216498.1	cd09871	NULL_TYPE
NP_216498.1	SSF88723	HOMOLOGOUS_SUPERFAMILY
NP_216980.1	PF06831	DOMAIN
NP_216980.1	PF01149	DOMAIN
NP_216980.1	PF06827	DOMAIN
NP_216980.1	G3DSA:1.10.8.50:FF:000003	NULL_TYPE
NP_216980.1	G3DSA:3.20.190.10:FF:000007	NULL_TYPE
NP_216980.1	PTHR42697	NULL_TYPE
NP_216980.1	cd08970	NULL_TYPE
NP_216980.1	SSF57716	NULL_TYPE
NP_216980.1	SSF46946	HOMOLOGOUS_SUPERFAMILY
NP_216980.1	SSF81624	HOMOLOGOUS_SUPERFAMILY
NP_217420.1	PF01245	FAMILY
NP_217420.1	G3DSA:2.30.30.790:FF:000001	NULL_TYPE
NP_217420.1	PTHR15680	FAMILY
NP_217420.1	SSF50104	HOMOLOGOUS_SUPERFAMILY
NP_215787.1	PF05305	DOMAIN
NP_216168.1	PF02774	DOMAIN
NP_216168.1	PF01118	DOMAIN
NP_216168.1	G3DSA:3.30.360.10:FF:000014	NULL_TYPE
NP_216168.1	PTHR32338	NULL_TYPE
NP_216168.1	SSF55347	NULL_TYPE
NP_216168.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_216439.1	PF00144	DOMAIN
NP_216439.1	PTHR43319	NULL_TYPE
NP_216439.1	SSF56601	HOMOLOGOUS_SUPERFAMILY
NP_217191.1	PF13649	DOMAIN
NP_217191.1	PTHR43464	NULL_TYPE
NP_217191.1	cd02440	NULL_TYPE
NP_217191.1	SSF53335	HOMOLOGOUS_SUPERFAMILY
NP_217845.1	PF12680	DOMAIN
NP_217845.1	PF08281	DOMAIN
NP_217845.1	PF04542	DOMAIN
NP_217845.1	PTHR30173	NULL_TYPE
NP_217845.1	SSF88946	HOMOLOGOUS_SUPERFAMILY
NP_217845.1	SSF88659	HOMOLOGOUS_SUPERFAMILY
NP_217845.1	SSF54427	HOMOLOGOUS_SUPERFAMILY
NP_218297.1	PF10759	FAMILY
NP_216022.1	PF13649	DOMAIN
NP_216022.1	cd02440	NULL_TYPE
NP_216022.1	SSF53335	HOMOLOGOUS_SUPERFAMILY
NP_215538.1	PTHR30163	FAMILY
NP_215538.1	cd13399	NULL_TYPE
NP_215538.1	SSF53955	HOMOLOGOUS_SUPERFAMILY
NP_217560.1	PF01497	DOMAIN
NP_217560.1	PTHR30532	NULL_TYPE
NP_217560.1	cd01146	NULL_TYPE
NP_217560.1	SSF53807	NULL_TYPE
NP_217056.1	G3DSA:3.60.150.10:FF:000002	NULL_TYPE
NP_217056.1	PF01264	FAMILY
NP_217056.1	PTHR21085	FAMILY
NP_217056.1	cd07304	FAMILY
NP_217056.1	SSF103263	HOMOLOGOUS_SUPERFAMILY
NP_218011.1	PF02470	DOMAIN
NP_218011.1	PTHR33371	NULL_TYPE
NP_215905.1	G3DSA:3.30.63.10:FF:000002	NULL_TYPE
NP_215905.1	PF00625	DOMAIN
NP_215905.1	PTHR23117	NULL_TYPE
NP_215905.1	cd00071	NULL_TYPE
NP_215905.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_217834.1	PF01127	FAMILY
NP_217834.1	cd03500	NULL_TYPE
NP_217834.1	SSF81343	HOMOLOGOUS_SUPERFAMILY
YP_177945.1	PF13490	DOMAIN
NP_217227.1	PF02742	DOMAIN
NP_217227.1	G3DSA:2.30.30.90:FF:000002	NULL_TYPE
NP_217227.1	PF04023	DOMAIN
NP_217227.1	PF01325	DOMAIN
NP_217227.1	G3DSA:1.10.60.10:FF:000001	NULL_TYPE
NP_217227.1	G3DSA:1.10.10.10:FF:000067	NULL_TYPE
NP_217227.1	PTHR33238	NULL_TYPE
NP_217227.1	SSF47979	HOMOLOGOUS_SUPERFAMILY
NP_217227.1	SSF50037	HOMOLOGOUS_SUPERFAMILY
NP_217227.1	SSF46785	HOMOLOGOUS_SUPERFAMILY
NP_215420.1	G3DSA:3.90.226.10:FF:000115	NULL_TYPE
NP_215420.1	PF00378	FAMILY
NP_215420.1	PTHR11941	NULL_TYPE
NP_215420.1	cd06558	NULL_TYPE
NP_215420.1	SSF52096	HOMOLOGOUS_SUPERFAMILY
NP_216717.1	PF00733	DOMAIN
NP_216717.1	PF13537	DOMAIN
NP_216717.1	PTHR43284	NULL_TYPE
NP_216717.1	cd01991	DOMAIN
NP_216717.1	cd00712	DOMAIN
NP_216717.1	SSF52402	NULL_TYPE
NP_216717.1	SSF56235	HOMOLOGOUS_SUPERFAMILY
YP_177796.1	G3DSA:3.30.70.360:FF:000011	NULL_TYPE
YP_177796.1	PF07687	DOMAIN
YP_177796.1	PF01546	FAMILY
YP_177796.1	PTHR43808	NULL_TYPE
YP_177796.1	cd05647	NULL_TYPE
YP_177796.1	SSF55031	HOMOLOGOUS_SUPERFAMILY
YP_177796.1	SSF53187	NULL_TYPE
NP_217680.1	PF17863	DOMAIN
NP_217680.1	PF07726	DOMAIN
NP_217680.1	G3DSA:3.40.50.300:FF:000640	NULL_TYPE
NP_217680.1	G3DSA:1.10.8.80:FF:000004	NULL_TYPE
NP_217680.1	PTHR42759	NULL_TYPE
NP_217680.1	cd00009	NULL_TYPE
NP_217680.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_215798.1	PF00528	DOMAIN
NP_215798.1	PF12911	DOMAIN
NP_215798.1	G3DSA:1.10.3720.10:FF:000102	NULL_TYPE
NP_215798.1	PTHR43386	NULL_TYPE
NP_215798.1	cd06261	DOMAIN
NP_215798.1	SSF161098	HOMOLOGOUS_SUPERFAMILY
YP_177776.1	PF00994	DOMAIN
YP_177776.1	PF03454	DOMAIN
YP_177776.1	PF03453	DOMAIN
YP_177776.1	G3DSA:2.170.190.11:FF:000011	NULL_TYPE
YP_177776.1	G3DSA:3.40.980.10:FF:000012	NULL_TYPE
YP_177776.1	PTHR10192	FAMILY
YP_177776.1	cd00887	FAMILY
YP_177776.1	SSF53218	HOMOLOGOUS_SUPERFAMILY
YP_177776.1	SSF63867	HOMOLOGOUS_SUPERFAMILY
YP_177776.1	SSF63882	HOMOLOGOUS_SUPERFAMILY
NP_214899.1	PF00042	DOMAIN
NP_214899.1	PF00970	DOMAIN
NP_214899.1	PF00175	DOMAIN
NP_214899.1	PTHR47354	NULL_TYPE
NP_214899.1	cd06187	NULL_TYPE
NP_214899.1	cd19753	NULL_TYPE
NP_214899.1	SSF63380	HOMOLOGOUS_SUPERFAMILY
NP_214899.1	SSF46458	HOMOLOGOUS_SUPERFAMILY
NP_214899.1	SSF52343	HOMOLOGOUS_SUPERFAMILY
NP_216780.1	PF00012	FAMILY
NP_216780.1	PTHR42749	NULL_TYPE
NP_216780.1	SSF53067	HOMOLOGOUS_SUPERFAMILY
YP_177680.1	PF01695	DOMAIN
YP_177998.1	PF12484	DOMAIN
YP_177998.1	PF00823	DOMAIN
YP_177998.1	G3DSA:1.20.1260.20:FF:000001	NULL_TYPE
YP_177998.1	PTHR46766	NULL_TYPE
YP_177998.1	SSF140459	NULL_TYPE
NP_214867.1	G3DSA:1.10.1660.10:FF:000008	NULL_TYPE
NP_214867.1	PF13411	DOMAIN
NP_214867.1	PTHR30204	FAMILY
NP_214867.1	cd01279	NULL_TYPE
NP_214867.1	SSF46955	HOMOLOGOUS_SUPERFAMILY
NP_217118.1	PF01850	DOMAIN
NP_217118.1	SSF88723	HOMOLOGOUS_SUPERFAMILY
NP_216234.1	PF05853	FAMILY
NP_216234.1	PTHR37418	FAMILY
NP_216741.1	G3DSA:3.20.20.60:FF:000003	NULL_TYPE
NP_216741.1	PF02548	FAMILY
NP_216741.1	PTHR20881	FAMILY
NP_216741.1	cd06557	FAMILY
NP_216741.1	SSF51621	HOMOLOGOUS_SUPERFAMILY
NP_215785.1	PF13827	DOMAIN
NP_216612.1	PF13280	DOMAIN
NP_216612.1	PTHR34580	NULL_TYPE
NP_217379.1	PF01850	DOMAIN
NP_217379.1	PTHR38826	NULL_TYPE
NP_217379.1	cd09854	NULL_TYPE
NP_217379.1	SSF88723	HOMOLOGOUS_SUPERFAMILY
NP_215238.1	PF01343	DOMAIN
NP_215238.1	G3DSA:3.90.226.10:FF:000137	NULL_TYPE
NP_215238.1	PTHR33209	NULL_TYPE
NP_215238.1	cd07023	DOMAIN
NP_215238.1	cd07018	DOMAIN
