id_net	tf	tg	status	org_reference	id_net_reference	count_org_reference	string	tu_unit
138_new	WP_000080028.1	WP_000080028.1	New	Bacsu,Ecoli,Salmon	246,1010,405	3	R	100_tu
139_new	WP_000080028.1	WP_000185319.1	New	Bacsu	156	1	R	91_tu
140_new	WP_000080028.1	WP_000204619.1	New	Bacsu	1290	1	NOT_STRAND	NOT_TU_REFER
141_new	WP_000080028.1	WP_000215388.1	New	Bacsu	346	1	NOT_STRAND	NOT_TU_REFER
95_tu	WP_000080028.1	WP_000248117.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	95_tu
142_new	WP_000080028.1	WP_000279361.1	New	Bacsu	2181	1	F	92_tu
94_tu	WP_000080028.1	WP_000358006.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	94_tu
143_new	WP_000080028.1	WP_000435046.1	New	Ecoli	1065	1	F	93_tu
144_new	WP_000080028.1	WP_000447678.1	New	Ecoli	1022	1	R	94_tu
145_new	WP_000080028.1	WP_000450297.1	New	Bacsu	1287	1	NOT_STRAND	NOT_TU_REFER
146_new	WP_000080028.1	WP_000455256.1	New	Ecoli,Salmon	1059,395	2	F	95_tu
147_new	WP_000080028.1	WP_000469894.1	New	Ecoli	1002	1	R	96_tu
148_new	WP_000080028.1	WP_000592307.1	New	Ecoli	1034	1	R	97_tu
149_new	WP_000080028.1	WP_000832260.1	New	Bacsu	349	1	F	99_tu
150_new	WP_000080028.1	WP_000953755.1	New	Bacsu	244	1	NOT_STRAND	NOT_TU_REFER
151_new	WP_000080028.1	WP_000987774.1	New	Bacsu	1363	1	R	98_tu
152_new	WP_000080028.1	WP_001101602.1	New	Bacsu	1501	1	F	99_tu
153_new	WP_000080028.1	WP_001118675.1	New	Bacsu	2182	1	F	92_tu
99_tu	WP_000080028.1	WP_001241182.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	99_tu
154_new	WP_000080028.1	WP_015445861.1	New	Bacsu	1258	1	R	100_tu
155_new	WP_000101976.1	WP_000024827.1	New	Myctu	2163	1	NOT_STRAND	NOT_TU_REFER
156_new	WP_000101976.1	WP_000032740.1	New	Myctu	763	1	NOT_STRAND	NOT_TU_REFER
157_new	WP_000101976.1	WP_000034716.1	New	Myctu	1082	1	R	101_tu
158_new	WP_000101976.1	WP_000052781.1	New	Myctu	789	1	NOT_STRAND	NOT_TU_REFER
159_new	WP_000101976.1	WP_000067352.1	New	Myctu	35	1	NOT_STRAND	NOT_TU_REFER
160_new	WP_000101976.1	WP_000076690.1	New	Myctu	779	1	F	102_tu
161_new	WP_000101976.1	WP_000079447.1	New	Myctu	28	1	R	115_tu
162_new	WP_000101976.1	WP_000080028.1	New	Bacsu	2033	1	NOT_STRAND	NOT_TU_REFER
163_new	WP_000101976.1	WP_000081231.1	New	Myctu	2156	1	NOT_STRAND	NOT_TU_REFER
164_new	WP_000101976.1	WP_000101976.1	New	Myctu	27	1	F	103_tu
165_new	WP_000101976.1	WP_000124353.1	New	Myctu	771	1	NOT_STRAND	NOT_TU_REFER
105_tu	WP_000101976.1	WP_000143647.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	105_tu
104_tu	WP_000101976.1	WP_000149064.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	104_tu
166_new	WP_000101976.1	WP_000153535.1	New	Myctu	1086	1	R	104_tu
167_new	WP_000101976.1	WP_000154162.1	New	Myctu	34	1	F	105_tu
168_new	WP_000101976.1	WP_000159041.1	New	Myctu	780	1	NOT_STRAND	NOT_TU_REFER
169_new	WP_000101976.1	WP_000159577.1	New	Myctu	2195	1	R	106_tu
170_new	WP_000101976.1	WP_000160212.1	New	Myctu	2162	1	NOT_STRAND	NOT_TU_REFER
171_new	WP_000101976.1	WP_000165530.1	New	Myctu	801	1	NOT_STRAND	NOT_TU_REFER
101_tu	WP_000101976.1	WP_000182211.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	101_tu
115_tu	WP_000101976.1	WP_000204619.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	115_tu
172_new	WP_000101976.1	WP_000215388.1	New	Bacsu	1499	1	NOT_STRAND	NOT_TU_REFER
110_tu	WP_000101976.1	WP_000215722.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	110_tu
173_new	WP_000101976.1	WP_000216874.1	New	Myctu	2212	1	NOT_STRAND	NOT_TU_REFER
174_new	WP_000101976.1	WP_000266096.1	New	Myctu	759	1	R	107_tu
106_tu	WP_000101976.1	WP_000273371.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	106_tu
106_tu	WP_000101976.1	WP_000368656.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	106_tu
175_new	WP_000101976.1	WP_000381849.1	New	Myctu	2133	1	F	108_tu
176_new	WP_000101976.1	WP_000388082.1	New	Myctu	2164	1	NOT_STRAND	NOT_TU_REFER
177_new	WP_000101976.1	WP_000391031.1	New	Bacsu	138	1	F	109_tu
178_new	WP_000101976.1	WP_000450297.1	New	Myctu	30	1	R	115_tu
179_new	WP_000101976.1	WP_000494134.1	New	Myctu	1824	1	NOT_STRAND	NOT_TU_REFER
180_new	WP_000101976.1	WP_000529877.1	New	Myctu	773	1	NOT_STRAND	NOT_TU_REFER
181_new	WP_000101976.1	WP_000531823.1	New	Myctu	762	1	NOT_STRAND	NOT_TU_REFER
182_new	WP_000101976.1	WP_000590809.1	New	Myctu	2183	1	NOT_STRAND	NOT_TU_REFER
183_new	WP_000101976.1	WP_000605281.1	New	Myctu	730	1	F	110_tu
101_tu	WP_000101976.1	WP_000627144.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	101_tu
108_tu	WP_000101976.1	WP_000638459.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	108_tu
184_new	WP_000101976.1	WP_000644391.1	New	Myctu	2196	1	NOT_STRAND	NOT_TU_REFER
185_new	WP_000101976.1	WP_000644737.1	New	Myctu	2167	1	NOT_STRAND	NOT_TU_REFER
186_new	WP_000101976.1	WP_000690007.1	New	Myctu	726	1	R	111_tu
187_new	WP_000101976.1	WP_000718953.1	New	Myctu	2154	1	NOT_STRAND	NOT_TU_REFER
188_new	WP_000101976.1	WP_000737162.1	New	Myctu	2132	1	NOT_STRAND	NOT_TU_REFER
189_new	WP_000101976.1	WP_000829167.1	New	Myctu	728	1	NOT_STRAND	NOT_TU_REFER
190_new	WP_000101976.1	WP_000832260.1	New	Bacsu	348	1	F	117_tu
191_new	WP_000101976.1	WP_000863556.1	New	Myctu	734	1	R	112_tu
192_new	WP_000101976.1	WP_000864305.1	New	Myctu	2171	1	NOT_STRAND	NOT_TU_REFER
103_tu	WP_000101976.1	WP_000871607.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	103_tu
193_new	WP_000101976.1	WP_000888997.1	New	Bacsu	977	1	F	109_tu
194_new	WP_000101976.1	WP_000897044.1	New	Myctu	2170	1	F	113_tu
195_new	WP_000101976.1	WP_000917289.1	New	Myctu	1094	1	R	114_tu
196_new	WP_000101976.1	WP_000926310.1	New	Myctu	2166	1	NOT_STRAND	NOT_TU_REFER
119_tu	WP_000101976.1	WP_000934799.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	119_tu
197_new	WP_000101976.1	WP_000974847.1	New	Myctu	29	1	R	115_tu
198_new	WP_000101976.1	WP_000985472.1	New	Myctu	2165	1	NOT_STRAND	NOT_TU_REFER
104_tu	WP_000101976.1	WP_001017131.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	104_tu
103_tu	WP_000101976.1	WP_001060140.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	103_tu
199_new	WP_000101976.1	WP_001085183.1	New	Myctu	791	1	NOT_STRAND	NOT_TU_REFER
200_new	WP_000101976.1	WP_001085219.1	New	Myctu	2210	1	F	116_tu
201_new	WP_000101976.1	WP_001101602.1	New	Bacsu	1500	1	F	117_tu
103_tu	WP_000101976.1	WP_001104165.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	103_tu
104_tu	WP_000101976.1	WP_001110179.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	104_tu
202_new	WP_000101976.1	WP_001117767.1	New	Myctu	37	1	NOT_STRAND	NOT_TU_REFER
203_new	WP_000101976.1	WP_001118667.1	New	Myctu	2161	1	NOT_STRAND	NOT_TU_REFER
204_new	WP_000101976.1	WP_001119021.1	New	Myctu	1083	1	NOT_STRAND	NOT_TU_REFER
205_new	WP_000101976.1	WP_001170264.1	New	Bacsu	1163	1	F	118_tu
117_tu	WP_000101976.1	WP_001241182.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	117_tu
206_new	WP_000101976.1	WP_001261460.1	New	Myctu	2168	1	F	119_tu
207_new	WP_000101976.1	WP_001273085.1	New	Myctu	770	1	F	120_tu
208_new	WP_000101976.1	WP_001273586.1	New	Myctu	2160	1	F	120_tu
107_tu	WP_000101976.1	WP_001790712.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	107_tu
116_tu	WP_000101976.1	WP_001802965.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	116_tu
169	WP_000110007.1	WP_000052781.1	Known	Bacsu	14	1	R	130_tu
170	WP_000110007.1	WP_000070866.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	121_tu
171	WP_000110007.1	WP_000082539.1	Known	Bacsu	190	1	F	122_tu
172	WP_000110007.1	WP_000110007.1	Known	Bacsu	242	1	R	123_tu
173	WP_000110007.1	WP_000162881.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	124_tu
174	WP_000110007.1	WP_000167542.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	124_tu
175	WP_000110007.1	WP_000168845.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	125_tu
176	WP_000110007.1	WP_000205567.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	126_tu
177	WP_000110007.1	WP_000233526.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	127_tu
212_new	WP_000110007.1	WP_000258003.1	New	Bacsu	334	1	F	128_tu
178	WP_000110007.1	WP_000392691.1	Known	Bacsu	140	1	NOT_STRAND	NOT_TU_REFER
214_new	WP_000110007.1	WP_000545451.1	New	Bacsu	170	1	NOT_STRAND	NOT_TU_REFER
215_new	WP_000110007.1	WP_000546611.1	New	Bacsu	456	1	NOT_STRAND	NOT_TU_REFER
216_new	WP_000110007.1	WP_000667126.1	New	Bacsu	1051	1	NOT_STRAND	NOT_TU_REFER
179	WP_000110007.1	WP_000869446.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	129_tu
180	WP_000110007.1	WP_000930514.1	Known	Bacsu	601	1	R	130_tu
181	WP_000110007.1	WP_000939521.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	129_tu
182	WP_000110007.1	WP_000949467.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
183	WP_000110007.1	WP_001006450.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	131_tu
184	WP_000110007.1	WP_001010508.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	131_tu
185	WP_000110007.1	WP_001074405.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	132_tu
218_new	WP_000110007.1	WP_001157329.1	New	Bacsu	1055	1	NOT_STRAND	NOT_TU_REFER
219_new	WP_000110007.1	WP_001230232.1	New	Bacsu	1052	1	NOT_STRAND	NOT_TU_REFER
220_new	WP_000110007.1	WP_001270865.1	New	Bacsu	1054	1	NOT_STRAND	NOT_TU_REFER
127_tu	WP_000110007.1	WP_001790154.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	127_tu
186,187,188,189	WP_000120603.1	WP_000120603.1	Known	Bacsu	308	1	NOT_STRAND	NOT_TU_REFER
222_new	WP_000120603.1	WP_000154537.1	New	Bacsu	128	1	R	133_tu
190,191	WP_000120603.1	WP_000221177.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
192,193	WP_000120603.1	WP_000358995.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
194,195,196,197	WP_000120603.1	WP_000989121.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
223_new	WP_000120603.1	WP_001154619.1	New	Bacsu	889	1	R	133_tu
198,199	WP_000120603.1	WP_001838797.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
200	WP_000138218.1	WP_000129417.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	134_tu
201	WP_000138218.1	WP_000136162.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	134_tu
202	WP_000138218.1	WP_000138218.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	135_tu
203	WP_000138218.1	WP_000660028.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	136_tu
204	WP_000138218.1	WP_001005835.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	136_tu
205	WP_000138218.1	WP_001074342.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
224_new	WP_000138932.1	WP_000024139.1	New	Bacsu	765	1	F	137_tu
225_new	WP_000138932.1	WP_000076661.1	New	Bacsu	767	1	F	138_tu
226_new	WP_000138932.1	WP_000138932.1	New	Ecoli,Salmon	3431,1176	2	NOT_STRAND	NOT_TU_REFER
206	WP_000149344.1	WP_000149344.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	139_tu
207	WP_000149344.1	WP_000244415.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	139_tu
208	WP_000149344.1	WP_000473596.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
209	WP_000149344.1	WP_000475325.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	140_tu
210	WP_000149344.1	WP_000540879.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	153_tu
211	WP_000149344.1	WP_000542365.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	153_tu
212	WP_000149344.1	WP_000595392.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
213	WP_000149344.1	WP_000603755.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
214,215	WP_000149344.1	WP_000636142.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	141_tu
216	WP_000149344.1	WP_000702262.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
217	WP_000149344.1	WP_000739210.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	142_tu
218	WP_000149344.1	WP_000744096.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
219	WP_000149344.1	WP_000769160.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	143_tu
220	WP_000149344.1	WP_000769820.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	144_tu
221	WP_000149344.1	WP_000778500.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	145_tu
222	WP_000149344.1	WP_000782463.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
223	WP_000149344.1	WP_000783428.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	147_tu
224	WP_000149344.1	WP_000791411.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
225	WP_000149344.1	WP_000791581.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	146_tu
226	WP_000149344.1	WP_000792559.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
227	WP_000149344.1	WP_000857488.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
228	WP_000149344.1	WP_000916704.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	147_tu
229	WP_000149344.1	WP_000920042.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	148_tu
230	WP_000149344.1	WP_001035599.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	149_tu
231	WP_000149344.1	WP_001035616.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	150_tu
139_tu	WP_000149344.1	WP_001037807.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	139_tu
232	WP_000149344.1	WP_001039427.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	151_tu
233	WP_000149344.1	WP_001092780.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
234	WP_000149344.1	WP_001093562.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	152_tu
235	WP_000149344.1	WP_001208917.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	143_tu
236	WP_000149344.1	WP_001557458.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
153_tu	WP_000149344.1	WP_001557593.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	153_tu
153_tu	WP_000149344.1	WP_001557594.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	153_tu
153_tu	WP_000149344.1	WP_001557596.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	153_tu
237	WP_000149344.1	WP_001802013.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	153_tu
238	WP_000153535.1	WP_000007967.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	154_tu
227_new	WP_000153535.1	WP_000034716.1	New	Myctu	1235	1	R	155_tu
239	WP_000153535.1	WP_000046602.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	156_tu
240	WP_000153535.1	WP_000074011.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	157_tu
241	WP_000153535.1	WP_000082559.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
242	WP_000153535.1	WP_000109877.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	158_tu
243	WP_000153535.1	WP_000128909.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
171_tu	WP_000153535.1	WP_000139712.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	171_tu
159_tu	WP_000153535.1	WP_000149064.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	159_tu
228_new	WP_000153535.1	WP_000153535.1	New	Bacsu,Myctu	1146,844	2	R	159_tu
161_tu	WP_000153535.1	WP_000157348.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	161_tu
170_tu	WP_000153535.1	WP_000159900.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	170_tu
244	WP_000153535.1	WP_000180600.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
155_tu	WP_000153535.1	WP_000182211.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	155_tu
245	WP_000153535.1	WP_000208563.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
229_new	WP_000153535.1	WP_000259717.1	New	Ecoli	2834	1	NOT_STRAND	NOT_TU_REFER
246	WP_000153535.1	WP_000278556.1	Known	Myctu	253	1	NOT_STRAND	NOT_TU_REFER
231_new	WP_000153535.1	WP_000284436.1	New	Myctu	1946	1	NOT_STRAND	NOT_TU_REFER
247	WP_000153535.1	WP_000289136.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	160_tu
248	WP_000153535.1	WP_000291510.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
249	WP_000153535.1	WP_000356975.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
250	WP_000153535.1	WP_000373073.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	161_tu
232_new	WP_000153535.1	WP_000437969.1	New	Bacsu	1665	1	R	177_tu
251	WP_000153535.1	WP_000448224.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	158_tu
233_new	WP_000153535.1	WP_000472243.1	New	Ecoli	2849	1	NOT_STRAND	NOT_TU_REFER
252	WP_000153535.1	WP_000473653.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	170_tu
253	WP_000153535.1	WP_000473699.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	162_tu
234_new	WP_000153535.1	WP_000514408.1	New	Ecoli	2843	1	NOT_STRAND	NOT_TU_REFER
254	WP_000153535.1	WP_000548781.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	163_tu
235_new	WP_000153535.1	WP_000572038.1	New	Ecoli,Ecoli,Salmon	2855,2953,868	2	R	164_tu
236_new	WP_000153535.1	WP_000584759.1	New	Ecoli	2850	1	NOT_STRAND	NOT_TU_REFER
255	WP_000153535.1	WP_000587958.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	165_tu
237_new	WP_000153535.1	WP_000598772.1	New	Ecoli	2852	1	NOT_STRAND	NOT_TU_REFER
238_new	WP_000153535.1	WP_000604134.1	New	Myctu	834	1	NOT_STRAND	NOT_TU_REFER
239_new	WP_000153535.1	WP_000608818.1	New	Ecoli,Ecoli,Salmon	2908,2974,871	2	F	166_tu
155_tu	WP_000153535.1	WP_000627144.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	155_tu
240_new	WP_000153535.1	WP_000659770.1	New	Ecoli	2812	1	R	167_tu
241_new	WP_000153535.1	WP_000677261.1	New	Bacsu	1667	1	NOT_STRAND	NOT_TU_REFER
256	WP_000153535.1	WP_000688122.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	168_tu
242_new	WP_000153535.1	WP_000692648.1	New	Ecoli	2844	1	NOT_STRAND	NOT_TU_REFER
257	WP_000153535.1	WP_000700554.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
154_tu	WP_000153535.1	WP_000711896.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	154_tu
243_new	WP_000153535.1	WP_000737162.1	New	Ecoli	2796	1	NOT_STRAND	NOT_TU_REFER
258	WP_000153535.1	WP_000758209.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	154_tu
259	WP_000153535.1	WP_000782121.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	169_tu
260	WP_000153535.1	WP_000801007.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	170_tu
244_new	WP_000153535.1	WP_000818278.1	New	Ecoli	2813	1	F	171_tu
261	WP_000153535.1	WP_000830380.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	172_tu
262	WP_000153535.1	WP_000831055.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
263	WP_000153535.1	WP_000831298.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	173_tu
264	WP_000153535.1	WP_000833794.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
265	WP_000153535.1	WP_000854072.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
245_new	WP_000153535.1	WP_000857598.1	New	Ecoli	2795	1	NOT_STRAND	NOT_TU_REFER
162_tu	WP_000153535.1	WP_000868413.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	162_tu
246_new	WP_000153535.1	WP_000894660.1	New	Ecoli	2888	1	F	174_tu
266	WP_000153535.1	WP_000904065.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
174_tu	WP_000153535.1	WP_000911657.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	174_tu
170_tu	WP_000153535.1	WP_000913317.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	170_tu
247_new	WP_000153535.1	WP_000949467.1	New	Myctu	845	1	NOT_STRAND	NOT_TU_REFER
248_new	WP_000153535.1	WP_000955781.1	New	Ecoli	2778	1	F	175_tu
267	WP_000153535.1	WP_001004399.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
158_tu	WP_000153535.1	WP_001014063.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	158_tu
159_tu	WP_000153535.1	WP_001017131.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	159_tu
268	WP_000153535.1	WP_001037831.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	176_tu
249_new	WP_000153535.1	WP_001045135.1	New	Bacsu	1666	1	R	177_tu
250_new	WP_000153535.1	WP_001062663.1	New	Ecoli,Ecoli	2889,2964	1	R	178_tu
269	WP_000153535.1	WP_001108547.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
270	WP_000153535.1	WP_001109281.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	179_tu
159_tu	WP_000153535.1	WP_001110179.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	159_tu
271	WP_000153535.1	WP_001118725.1	Known	Ecoli,Ecoli,Salmon	2854,2952,866	2	R	158_tu
252_new	WP_000153535.1	WP_001119021.1	New	Myctu	1237	1	NOT_STRAND	NOT_TU_REFER
272	WP_000153535.1	WP_001120201.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
273	WP_000153535.1	WP_001148605.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
253_new	WP_000153535.1	WP_001155278.1	New	Ecoli,Ecoli	2808,2926	1	NOT_STRAND	NOT_TU_REFER
274	WP_000153535.1	WP_001164085.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	180_tu
161_tu	WP_000153535.1	WP_001218732.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	161_tu
275	WP_000153535.1	WP_001221404.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	181_tu
254_new	WP_000153535.1	WP_001229087.1	New	Ecoli	2848	1	NOT_STRAND	NOT_TU_REFER
276	WP_000153535.1	WP_001236734.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	182_tu
255_new	WP_000181402.1	WP_000181402.1	New	Bacsu	2434	1	F	183_tu
277	WP_000181832.1	WP_000145577.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
278	WP_000181832.1	WP_000159750.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
