category	id_go	description_go
BIOLOGICAL_PROCESS	GO:0019836	hemolysis by symbiont of host erythrocytes
BIOLOGICAL_PROCESS	GO:0019856	pyrimidine nucleobase biosynthetic process
BIOLOGICAL_PROCESS	GO:0019941	modification-dependent protein catabolic process
BIOLOGICAL_PROCESS	GO:0022611	dormancy process
BIOLOGICAL_PROCESS	GO:0022900	electron transport chain
BIOLOGICAL_PROCESS	GO:0022904	respiratory electron transport chain
BIOLOGICAL_PROCESS	GO:0030001	metal ion transport
BIOLOGICAL_PROCESS	GO:0030026	cellular manganese ion homeostasis
BIOLOGICAL_PROCESS	GO:0030091	protein repair
BIOLOGICAL_PROCESS	GO:0030153	bacteriocin immunity
BIOLOGICAL_PROCESS	GO:0030163	protein catabolic process
BIOLOGICAL_PROCESS	GO:0030244	cellulose biosynthetic process
BIOLOGICAL_PROCESS	GO:0030245	cellulose catabolic process
BIOLOGICAL_PROCESS	GO:0030254	protein secretion by the type III secretion system
BIOLOGICAL_PROCESS	GO:0030259	lipid glycosylation
BIOLOGICAL_PROCESS	GO:0030261	chromosome condensation
BIOLOGICAL_PROCESS	GO:0030418	nicotianamine biosynthetic process
BIOLOGICAL_PROCESS	GO:0030420	establishment of competence for transformation
BIOLOGICAL_PROCESS	GO:0030435	sporulation resulting in formation of a cellular spore
BIOLOGICAL_PROCESS	GO:0030436	asexual sporulation
BIOLOGICAL_PROCESS	GO:0030488	tRNA methylation
BIOLOGICAL_PROCESS	GO:0030638	polyketide metabolic process
BIOLOGICAL_PROCESS	GO:0030643	cellular phosphate ion homeostasis
BIOLOGICAL_PROCESS	GO:0030655	beta-lactam antibiotic catabolic process
BIOLOGICAL_PROCESS	GO:0030979	alpha-glucan biosynthetic process
BIOLOGICAL_PROCESS	GO:0031167	rRNA methylation
BIOLOGICAL_PROCESS	GO:0031388	organic acid phosphorylation
BIOLOGICAL_PROCESS	GO:0031532	actin cytoskeleton reorganization
BIOLOGICAL_PROCESS	GO:0031554	regulation of termination of DNA-templated transcription
BIOLOGICAL_PROCESS	GO:0031556	transcriptional attenuation by ribosome
BIOLOGICAL_PROCESS	GO:0031564	transcription antitermination
BIOLOGICAL_PROCESS	GO:0031639	plasminogen activation
BIOLOGICAL_PROCESS	GO:0031640	killing of cells of another organism
BIOLOGICAL_PROCESS	GO:0032049	cardiolipin biosynthetic process
BIOLOGICAL_PROCESS	GO:0032150	ubiquinone biosynthetic process from chorismate
BIOLOGICAL_PROCESS	GO:0032218	riboflavin transport
BIOLOGICAL_PROCESS	GO:0032259	methylation
BIOLOGICAL_PROCESS	GO:0032324	molybdopterin cofactor biosynthetic process
BIOLOGICAL_PROCESS	GO:0032775	DNA methylation on adenine
BIOLOGICAL_PROCESS	GO:0032784	regulation of DNA-templated transcription elongation
BIOLOGICAL_PROCESS	GO:0032955	regulation of division septum assembly
BIOLOGICAL_PROCESS	GO:0033014	tetrapyrrole biosynthetic process
BIOLOGICAL_PROCESS	GO:0033499	galactose catabolic process via UDP-galactose
BIOLOGICAL_PROCESS	GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase
BIOLOGICAL_PROCESS	GO:0033567	DNA replication, Okazaki fragment processing
BIOLOGICAL_PROCESS	GO:0034194	D-galactonate catabolic process
BIOLOGICAL_PROCESS	GO:0034219	carbohydrate transmembrane transport
BIOLOGICAL_PROCESS	GO:0034220	monoatomic ion transmembrane transport
BIOLOGICAL_PROCESS	GO:0034229	ethanolamine transport
BIOLOGICAL_PROCESS	GO:0034258	nicotinamide riboside transport
BIOLOGICAL_PROCESS	GO:0034440	lipid oxidation
BIOLOGICAL_PROCESS	GO:0034599	cellular response to oxidative stress
BIOLOGICAL_PROCESS	GO:0034755	iron ion transmembrane transport
BIOLOGICAL_PROCESS	GO:0035429	gluconate transmembrane transport
BIOLOGICAL_PROCESS	GO:0035435	phosphate ion transmembrane transport
BIOLOGICAL_PROCESS	GO:0035444	nickel cation transmembrane transport
BIOLOGICAL_PROCESS	GO:0035552	oxidative single-stranded DNA demethylation
BIOLOGICAL_PROCESS	GO:0035556	intracellular signal transduction
BIOLOGICAL_PROCESS	GO:0035999	tetrahydrofolate interconversion
BIOLOGICAL_PROCESS	GO:0036065	fucosylation
BIOLOGICAL_PROCESS	GO:0036211	protein modification process
BIOLOGICAL_PROCESS	GO:0036297	interstrand cross-link repair
BIOLOGICAL_PROCESS	GO:0036376	sodium ion export across plasma membrane
BIOLOGICAL_PROCESS	GO:0042026	protein refolding
BIOLOGICAL_PROCESS	GO:0042121	alginic acid biosynthetic process
BIOLOGICAL_PROCESS	GO:0042122	alginic acid catabolic process
BIOLOGICAL_PROCESS	GO:0042126	nitrate metabolic process
BIOLOGICAL_PROCESS	GO:0042158	lipoprotein biosynthetic process
BIOLOGICAL_PROCESS	GO:0042173	regulation of sporulation resulting in formation of a cellular spore
BIOLOGICAL_PROCESS	GO:0042274	ribosomal small subunit biogenesis
BIOLOGICAL_PROCESS	GO:0042398	cellular modified amino acid biosynthetic process
BIOLOGICAL_PROCESS	GO:0042450	arginine biosynthetic process via ornithine
BIOLOGICAL_PROCESS	GO:0042545	cell wall modification
BIOLOGICAL_PROCESS	GO:0042558	pteridine-containing compound metabolic process
BIOLOGICAL_PROCESS	GO:0042619	poly-hydroxybutyrate biosynthetic process
BIOLOGICAL_PROCESS	GO:0042744	hydrogen peroxide catabolic process
BIOLOGICAL_PROCESS	GO:0042773	ATP synthesis coupled electron transport
BIOLOGICAL_PROCESS	GO:0042779	tRNA 3'-trailer cleavage
BIOLOGICAL_PROCESS	GO:0042819	vitamin B6 biosynthetic process
BIOLOGICAL_PROCESS	GO:0042823	pyridoxal phosphate biosynthetic process
BIOLOGICAL_PROCESS	GO:0042853	L-alanine catabolic process
BIOLOGICAL_PROCESS	GO:0042882	L-arabinose transmembrane transport
BIOLOGICAL_PROCESS	GO:0042919	benzoate transport
BIOLOGICAL_PROCESS	GO:0043039	tRNA aminoacylation
BIOLOGICAL_PROCESS	GO:0043043	peptide biosynthetic process
BIOLOGICAL_PROCESS	GO:0043093	FtsZ-dependent cytokinesis
BIOLOGICAL_PROCESS	GO:0043094	cellular metabolic compound salvage
BIOLOGICAL_PROCESS	GO:0043107	type IV pilus-dependent motility
BIOLOGICAL_PROCESS	GO:0043165	Gram-negative-bacterium-type cell outer membrane assembly
BIOLOGICAL_PROCESS	GO:0043213	bacteriocin transport
BIOLOGICAL_PROCESS	GO:0043419	urea catabolic process
BIOLOGICAL_PROCESS	GO:0043462	regulation of ATP-dependent activity
BIOLOGICAL_PROCESS	GO:0043571	maintenance of CRISPR repeat elements
BIOLOGICAL_PROCESS	GO:0043683	type IV pilus assembly
BIOLOGICAL_PROCESS	GO:0043709	cell adhesion involved in single-species biofilm formation
BIOLOGICAL_PROCESS	GO:0043937	regulation of sporulation
BIOLOGICAL_PROCESS	GO:0044010	single-species biofilm formation
BIOLOGICAL_PROCESS	GO:0044038	cell wall macromolecule biosynthetic process
BIOLOGICAL_PROCESS	GO:0044179	hemolysis in another organism
BIOLOGICAL_PROCESS	GO:0044205	'de novo' UMP biosynthetic process
BIOLOGICAL_PROCESS	GO:0044237	cellular metabolic process
BIOLOGICAL_PROCESS	GO:0044238	primary metabolic process
BIOLOGICAL_PROCESS	GO:0044255	cellular lipid metabolic process
BIOLOGICAL_PROCESS	GO:0044341	sodium-dependent phosphate transport
BIOLOGICAL_PROCESS	GO:0044571	[2Fe-2S] cluster assembly
BIOLOGICAL_PROCESS	GO:0044659	viral release from host cell by cytolysis
BIOLOGICAL_PROCESS	GO:0044780	bacterial-type flagellum assembly
BIOLOGICAL_PROCESS	GO:0044781	bacterial-type flagellum organization
BIOLOGICAL_PROCESS	GO:0045017	glycerolipid biosynthetic process
BIOLOGICAL_PROCESS	GO:0045149	acetoin metabolic process
BIOLOGICAL_PROCESS	GO:0045151	acetoin biosynthetic process
BIOLOGICAL_PROCESS	GO:0045226	extracellular polysaccharide biosynthetic process
BIOLOGICAL_PROCESS	GO:0045227	capsule polysaccharide biosynthetic process
BIOLOGICAL_PROCESS	GO:0045333	cellular respiration
BIOLOGICAL_PROCESS	GO:0045454	cell redox homeostasis
BIOLOGICAL_PROCESS	GO:0045490	pectin catabolic process
BIOLOGICAL_PROCESS	GO:0045881	positive regulation of sporulation resulting in formation of a cellular spore
BIOLOGICAL_PROCESS	GO:0045892	negative regulation of DNA-templated transcription
BIOLOGICAL_PROCESS	GO:0045893	positive regulation of DNA-templated transcription
BIOLOGICAL_PROCESS	GO:0045900	negative regulation of translational elongation
BIOLOGICAL_PROCESS	GO:0045910	negative regulation of DNA recombination
BIOLOGICAL_PROCESS	GO:0045936	negative regulation of phosphate metabolic process
BIOLOGICAL_PROCESS	GO:0046034	ATP metabolic process
BIOLOGICAL_PROCESS	GO:0046081	dUTP catabolic process
BIOLOGICAL_PROCESS	GO:0046168	glycerol-3-phosphate catabolic process
BIOLOGICAL_PROCESS	GO:0046294	formaldehyde catabolic process
BIOLOGICAL_PROCESS	GO:0046314	phosphocreatine biosynthetic process
BIOLOGICAL_PROCESS	GO:0046348	amino sugar catabolic process
BIOLOGICAL_PROCESS	GO:0046373	L-arabinose metabolic process
BIOLOGICAL_PROCESS	GO:0046411	2-keto-3-deoxygluconate transmembrane transport
BIOLOGICAL_PROCESS	GO:0046416	D-amino acid metabolic process
BIOLOGICAL_PROCESS	GO:0046417	chorismate metabolic process
BIOLOGICAL_PROCESS	GO:0046514	ceramide catabolic process
BIOLOGICAL_PROCESS	GO:0046653	tetrahydrofolate metabolic process
BIOLOGICAL_PROCESS	GO:0046654	tetrahydrofolate biosynthetic process
BIOLOGICAL_PROCESS	GO:0046656	folic acid biosynthetic process
BIOLOGICAL_PROCESS	GO:0046677	response to antibiotic
BIOLOGICAL_PROCESS	GO:0046688	response to copper ion
BIOLOGICAL_PROCESS	GO:0046718	viral entry into host cell
BIOLOGICAL_PROCESS	GO:0046903	secretion
BIOLOGICAL_PROCESS	GO:0050829	defense response to Gram-negative bacterium
BIOLOGICAL_PROCESS	GO:0050920	regulation of chemotaxis
BIOLOGICAL_PROCESS	GO:0050992	dimethylallyl diphosphate biosynthetic process
BIOLOGICAL_PROCESS	GO:0051131	chaperone-mediated protein complex assembly
BIOLOGICAL_PROCESS	GO:0051156	glucose 6-phosphate metabolic process
BIOLOGICAL_PROCESS	GO:0051191	prosthetic group biosynthetic process
BIOLOGICAL_PROCESS	GO:0051259	protein complex oligomerization
BIOLOGICAL_PROCESS	GO:0051262	protein tetramerization
BIOLOGICAL_PROCESS	GO:0051276	chromosome organization
BIOLOGICAL_PROCESS	GO:0051301	cell division
BIOLOGICAL_PROCESS	GO:0051302	regulation of cell division
BIOLOGICAL_PROCESS	GO:0051304	chromosome separation
BIOLOGICAL_PROCESS	GO:0051479	mannosylglycerate biosynthetic process
BIOLOGICAL_PROCESS	GO:0051495	positive regulation of cytoskeleton organization
BIOLOGICAL_PROCESS	GO:0051603	proteolysis involved in protein catabolic process
BIOLOGICAL_PROCESS	GO:0051604	protein maturation
BIOLOGICAL_PROCESS	GO:0051607	defense response to virus
BIOLOGICAL_PROCESS	GO:0051715	cytolysis in another organism
BIOLOGICAL_PROCESS	GO:0051726	regulation of cell cycle
BIOLOGICAL_PROCESS	GO:0051775	response to redox state
BIOLOGICAL_PROCESS	GO:0051782	negative regulation of cell division
BIOLOGICAL_PROCESS	GO:0052547	regulation of peptidase activity
BIOLOGICAL_PROCESS	GO:0055070	copper ion homeostasis
BIOLOGICAL_PROCESS	GO:0055085	transmembrane transport
BIOLOGICAL_PROCESS	GO:0060567	negative regulation of termination of DNA-templated transcription
BIOLOGICAL_PROCESS	GO:0061024	membrane organization
BIOLOGICAL_PROCESS	GO:0061077	chaperone-mediated protein folding
BIOLOGICAL_PROCESS	GO:0061136	regulation of proteasomal protein catabolic process
BIOLOGICAL_PROCESS	GO:0065003	protein-containing complex assembly
BIOLOGICAL_PROCESS	GO:0070206	protein trimerization
BIOLOGICAL_PROCESS	GO:0070475	rRNA base methylation
BIOLOGICAL_PROCESS	GO:0070490	protein pupylation
BIOLOGICAL_PROCESS	GO:0071468	cellular response to acidic pH
BIOLOGICAL_PROCESS	GO:0071470	cellular response to osmotic stress
BIOLOGICAL_PROCESS	GO:0071555	cell wall organization
BIOLOGICAL_PROCESS	GO:0071586	CAAX-box protein processing
BIOLOGICAL_PROCESS	GO:0071704	organic substance metabolic process
BIOLOGICAL_PROCESS	GO:0071705	nitrogen compound transport
BIOLOGICAL_PROCESS	GO:0071766	Actinobacterium-type cell wall biogenesis
BIOLOGICAL_PROCESS	GO:0071805	potassium ion transmembrane transport
BIOLOGICAL_PROCESS	GO:0071918	urea transmembrane transport
BIOLOGICAL_PROCESS	GO:0071973	bacterial-type flagellum-dependent cell motility
BIOLOGICAL_PROCESS	GO:0071978	bacterial-type flagellum-dependent swarming motility
BIOLOGICAL_PROCESS	GO:0072344	rescue of stalled ribosome
BIOLOGICAL_PROCESS	GO:0072488	ammonium transmembrane transport
BIOLOGICAL_PROCESS	GO:0090305	nucleic acid phosphodiester bond hydrolysis
BIOLOGICAL_PROCESS	GO:0090529	cell septum assembly
BIOLOGICAL_PROCESS	GO:0090630	activation of GTPase activity
BIOLOGICAL_PROCESS	GO:0098662	inorganic cation transmembrane transport
BIOLOGICAL_PROCESS	GO:0098869	cellular oxidant detoxification
BIOLOGICAL_PROCESS	GO:0140647	P450-containing electron transport chain
BIOLOGICAL_PROCESS	GO:0140673	transcription elongation-coupled chromatin remodeling
BIOLOGICAL_PROCESS	GO:1900192	positive regulation of single-species biofilm formation
BIOLOGICAL_PROCESS	GO:1900723	negative regulation of protein adenylylation
BIOLOGICAL_PROCESS	GO:1901135	carbohydrate derivative metabolic process
BIOLOGICAL_PROCESS	GO:1901170	naphthalene catabolic process
BIOLOGICAL_PROCESS	GO:1901642	nucleoside transmembrane transport
BIOLOGICAL_PROCESS	GO:1901891	regulation of cell septum assembly
BIOLOGICAL_PROCESS	GO:1902208	regulation of bacterial-type flagellum assembly
BIOLOGICAL_PROCESS	GO:1902358	sulfate transmembrane transport
BIOLOGICAL_PROCESS	GO:1902600	proton transmembrane transport
BIOLOGICAL_PROCESS	GO:1902604	p-aminobenzoyl-glutamate transmembrane transport
BIOLOGICAL_PROCESS	GO:1903401	L-lysine transmembrane transport
BIOLOGICAL_PROCESS	GO:1990397	queuosine salvage
BIOLOGICAL_PROCESS	GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane
CELLULAR_COMPONENT	GO:0000015	phosphopyruvate hydratase complex
CELLULAR_COMPONENT	GO:0005576	extracellular region
CELLULAR_COMPONENT	GO:0005615	extracellular space
CELLULAR_COMPONENT	GO:0005618	cell wall
CELLULAR_COMPONENT	GO:0005694	chromosome
CELLULAR_COMPONENT	GO:0005737	cytoplasm
CELLULAR_COMPONENT	GO:0005811	lipid droplet
CELLULAR_COMPONENT	GO:0005829	cytosol
CELLULAR_COMPONENT	GO:0005839	proteasome core complex
CELLULAR_COMPONENT	GO:0005840	ribosome
CELLULAR_COMPONENT	GO:0005886	plasma membrane
CELLULAR_COMPONENT	GO:0005940	septin ring
CELLULAR_COMPONENT	GO:0005960	glycine cleavage complex
CELLULAR_COMPONENT	GO:0009274	peptidoglycan-based cell wall
CELLULAR_COMPONENT	GO:0009279	cell outer membrane
CELLULAR_COMPONENT	GO:0009288	bacterial-type flagellum
CELLULAR_COMPONENT	GO:0009289	pilus
CELLULAR_COMPONENT	GO:0009295	nucleoid
CELLULAR_COMPONENT	GO:0009317	acetyl-CoA carboxylase complex
CELLULAR_COMPONENT	GO:0009318	exodeoxyribonuclease VII complex
CELLULAR_COMPONENT	GO:0009325	nitrate reductase complex
CELLULAR_COMPONENT	GO:0009331	glycerol-3-phosphate dehydrogenase complex
CELLULAR_COMPONENT	GO:0009341	beta-galactosidase complex
CELLULAR_COMPONENT	GO:0009346	ATP-independent citrate lyase complex
CELLULAR_COMPONENT	GO:0009347	aspartate carbamoyltransferase complex
CELLULAR_COMPONENT	GO:0009349	riboflavin synthase complex
CELLULAR_COMPONENT	GO:0009358	polyphosphate kinase complex
CELLULAR_COMPONENT	GO:0009360	DNA polymerase III complex
CELLULAR_COMPONENT	GO:0009366	enterobactin synthetase complex
CELLULAR_COMPONENT	GO:0009375	ferredoxin hydrogenase complex
CELLULAR_COMPONENT	GO:0009376	HslUV protease complex
CELLULAR_COMPONENT	GO:0009379	Holliday junction helicase complex
CELLULAR_COMPONENT	GO:0009380	excinuclease repair complex
CELLULAR_COMPONENT	GO:0009421	bacterial-type flagellum filament cap
CELLULAR_COMPONENT	GO:0009424	bacterial-type flagellum hook
CELLULAR_COMPONENT	GO:0009425	bacterial-type flagellum basal body
CELLULAR_COMPONENT	GO:0009427	bacterial-type flagellum basal body, distal rod, L ring
CELLULAR_COMPONENT	GO:0009428	bacterial-type flagellum basal body, distal rod, P ring
CELLULAR_COMPONENT	GO:0009898	cytoplasmic side of plasma membrane
CELLULAR_COMPONENT	GO:0015627	type II protein secretion system complex
CELLULAR_COMPONENT	GO:0015934	large ribosomal subunit
CELLULAR_COMPONENT	GO:0015935	small ribosomal subunit
CELLULAR_COMPONENT	GO:0016020	membrane
CELLULAR_COMPONENT	GO:0019008	molybdopterin synthase complex
CELLULAR_COMPONENT	GO:0019867	outer membrane
CELLULAR_COMPONENT	GO:0030257	type III protein secretion system complex
CELLULAR_COMPONENT	GO:0030288	outer membrane-bounded periplasmic space
CELLULAR_COMPONENT	GO:0030430	host cell cytoplasm
CELLULAR_COMPONENT	GO:0031160	spore wall
CELLULAR_COMPONENT	GO:0031469	bacterial microcompartment
CELLULAR_COMPONENT	GO:0031515	tRNA (m1A) methyltransferase complex
CELLULAR_COMPONENT	GO:0032300	mismatch repair complex
CELLULAR_COMPONENT	GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain
CELLULAR_COMPONENT	GO:0033573	high-affinity iron permease complex
CELLULAR_COMPONENT	GO:0033644	host cell membrane
CELLULAR_COMPONENT	GO:0035550	urease complex
CELLULAR_COMPONENT	GO:0042597	periplasmic space
CELLULAR_COMPONENT	GO:0042601	endospore-forming forespore
CELLULAR_COMPONENT	GO:0043190	ATP-binding cassette (ABC) transporter complex
CELLULAR_COMPONENT	GO:0044384	host outer membrane
CELLULAR_COMPONENT	GO:0045239	tricarboxylic acid cycle enzyme complex
CELLULAR_COMPONENT	GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)
CELLULAR_COMPONENT	GO:0045263	proton-transporting ATP synthase complex, coupling factor F(o)
CELLULAR_COMPONENT	GO:0045277	respiratory chain complex IV
CELLULAR_COMPONENT	GO:0045278	plasma membrane respiratory chain complex IV
CELLULAR_COMPONENT	GO:0045281	succinate dehydrogenase complex
CELLULAR_COMPONENT	GO:0048500	signal recognition particle
CELLULAR_COMPONENT	GO:0070069	cytochrome complex
CELLULAR_COMPONENT	GO:0098015	virus tail
CELLULAR_COMPONENT	GO:0110001	toxin-antitoxin complex
MOLECULAR_FUNCTION	GO:0000030	mannosyltransferase activity
MOLECULAR_FUNCTION	GO:0000034	adenine deaminase activity
MOLECULAR_FUNCTION	GO:0000049	tRNA binding
MOLECULAR_FUNCTION	GO:0000062	fatty-acyl-CoA binding
MOLECULAR_FUNCTION	GO:0000104	succinate dehydrogenase activity
MOLECULAR_FUNCTION	GO:0000107	imidazoleglycerol-phosphate synthase activity
MOLECULAR_FUNCTION	GO:0000150	DNA strand exchange activity
MOLECULAR_FUNCTION	GO:0000155	phosphorelay sensor kinase activity
MOLECULAR_FUNCTION	GO:0000156	phosphorelay response regulator activity
MOLECULAR_FUNCTION	GO:0000166	nucleotide binding
MOLECULAR_FUNCTION	GO:0000175	3'-5'-exoribonuclease activity
MOLECULAR_FUNCTION	GO:0000286	alanine dehydrogenase activity
MOLECULAR_FUNCTION	GO:0000287	magnesium ion binding
MOLECULAR_FUNCTION	GO:0000310	xanthine phosphoribosyltransferase activity
MOLECULAR_FUNCTION	GO:0000700	mismatch base pair DNA N-glycosylase activity
MOLECULAR_FUNCTION	GO:0000703	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity
MOLECULAR_FUNCTION	GO:0000774	adenyl-nucleotide exchange factor activity
MOLECULAR_FUNCTION	GO:0000906	6,7-dimethyl-8-ribityllumazine synthase activity
MOLECULAR_FUNCTION	GO:0001000	bacterial-type RNA polymerase core enzyme binding
MOLECULAR_FUNCTION	GO:0001216	DNA-binding transcription activator activity
MOLECULAR_FUNCTION	GO:0001671	ATPase activator activity
MOLECULAR_FUNCTION	GO:0001681	sialate O-acetylesterase activity
MOLECULAR_FUNCTION	GO:0001848	complement binding
MOLECULAR_FUNCTION	GO:0002161	aminoacyl-tRNA editing activity
MOLECULAR_FUNCTION	GO:0002953	5'-deoxynucleotidase activity
MOLECULAR_FUNCTION	GO:0003676	nucleic acid binding
MOLECULAR_FUNCTION	GO:0003677	DNA binding
MOLECULAR_FUNCTION	GO:0003678	DNA helicase activity
MOLECULAR_FUNCTION	GO:0003684	damaged DNA binding
MOLECULAR_FUNCTION	GO:0003690	double-stranded DNA binding
MOLECULAR_FUNCTION	GO:0003697	single-stranded DNA binding
MOLECULAR_FUNCTION	GO:0003700	DNA-binding transcription factor activity
MOLECULAR_FUNCTION	GO:0003723	RNA binding
MOLECULAR_FUNCTION	GO:0003725	double-stranded RNA binding
MOLECULAR_FUNCTION	GO:0003729	mRNA binding
MOLECULAR_FUNCTION	GO:0003735	structural constituent of ribosome
MOLECULAR_FUNCTION	GO:0003743	translation initiation factor activity
MOLECULAR_FUNCTION	GO:0003746	translation elongation factor activity
MOLECULAR_FUNCTION	GO:0003747	translation release factor activity
MOLECULAR_FUNCTION	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
MOLECULAR_FUNCTION	GO:0003774	cytoskeletal motor activity
MOLECULAR_FUNCTION	GO:0003796	lysozyme activity
MOLECULAR_FUNCTION	GO:0003810	protein-glutamine gamma-glutamyltransferase activity
MOLECULAR_FUNCTION	GO:0003824	catalytic activity
MOLECULAR_FUNCTION	GO:0003839	gamma-glutamylcyclotransferase activity
MOLECULAR_FUNCTION	GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity
MOLECULAR_FUNCTION	GO:0003844	1,4-alpha-glucan branching enzyme activity
MOLECULAR_FUNCTION	GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity
MOLECULAR_FUNCTION	GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity
MOLECULAR_FUNCTION	GO:0003852	2-isopropylmalate synthase activity
MOLECULAR_FUNCTION	GO:0003854	3-beta-hydroxy-delta5-steroid dehydrogenase activity
MOLECULAR_FUNCTION	GO:0003855	3-dehydroquinate dehydratase activity
MOLECULAR_FUNCTION	GO:0003860	3-hydroxyisobutyryl-CoA hydrolase activity
MOLECULAR_FUNCTION	GO:0003861	3-isopropylmalate dehydratase activity
MOLECULAR_FUNCTION	GO:0003862	3-isopropylmalate dehydrogenase activity
MOLECULAR_FUNCTION	GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity
MOLECULAR_FUNCTION	GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity
MOLECULAR_FUNCTION	GO:0003868	4-hydroxyphenylpyruvate dioxygenase activity
MOLECULAR_FUNCTION	GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity
MOLECULAR_FUNCTION	GO:0003872	6-phosphofructokinase activity
MOLECULAR_FUNCTION	GO:0003879	ATP phosphoribosyltransferase activity
MOLECULAR_FUNCTION	GO:0003883	CTP synthase activity
MOLECULAR_FUNCTION	GO:0003884	D-amino-acid oxidase activity
MOLECULAR_FUNCTION	GO:0003885	D-arabinono-1,4-lactone oxidase activity
MOLECULAR_FUNCTION	GO:0003887	DNA-directed DNA polymerase activity
MOLECULAR_FUNCTION	GO:0003896	DNA primase activity
MOLECULAR_FUNCTION	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
MOLECULAR_FUNCTION	GO:0003905	alkylbase DNA N-glycosylase activity
MOLECULAR_FUNCTION	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity
MOLECULAR_FUNCTION	GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity
MOLECULAR_FUNCTION	GO:0003910	DNA ligase (ATP) activity
MOLECULAR_FUNCTION	GO:0003911	DNA ligase (NAD+) activity
MOLECULAR_FUNCTION	GO:0003916	DNA topoisomerase activity
MOLECULAR_FUNCTION	GO:0003917	DNA topoisomerase type I (single strand cut, ATP-independent) activity
MOLECULAR_FUNCTION	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
MOLECULAR_FUNCTION	GO:0003919	FMN adenylyltransferase activity
MOLECULAR_FUNCTION	GO:0003922	GMP synthase (glutamine-hydrolyzing) activity
MOLECULAR_FUNCTION	GO:0003924	GTPase activity
MOLECULAR_FUNCTION	GO:0003933	GTP cyclohydrolase activity
MOLECULAR_FUNCTION	GO:0003934	GTP cyclohydrolase I activity
MOLECULAR_FUNCTION	GO:0003935	GTP cyclohydrolase II activity
MOLECULAR_FUNCTION	GO:0003937	IMP cyclohydrolase activity
MOLECULAR_FUNCTION	GO:0003938	IMP dehydrogenase activity
MOLECULAR_FUNCTION	GO:0003941	L-serine ammonia-lyase activity
MOLECULAR_FUNCTION	GO:0003949	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity
MOLECULAR_FUNCTION	GO:0003951	NAD+ kinase activity
MOLECULAR_FUNCTION	GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity
MOLECULAR_FUNCTION	GO:0003954	NADH dehydrogenase activity
MOLECULAR_FUNCTION	GO:0003959	NADPH dehydrogenase activity
MOLECULAR_FUNCTION	GO:0003964	RNA-directed DNA polymerase activity
MOLECULAR_FUNCTION	GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity
MOLECULAR_FUNCTION	GO:0003978	UDP-glucose 4-epimerase activity
MOLECULAR_FUNCTION	GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity
MOLECULAR_FUNCTION	GO:0003989	acetyl-CoA carboxylase activity
MOLECULAR_FUNCTION	GO:0003993	acid phosphatase activity
MOLECULAR_FUNCTION	GO:0003994	aconitate hydratase activity
MOLECULAR_FUNCTION	GO:0003995	acyl-CoA dehydrogenase activity
MOLECULAR_FUNCTION	GO:0003998	acylphosphatase activity
MOLECULAR_FUNCTION	GO:0004014	adenosylmethionine decarboxylase activity
MOLECULAR_FUNCTION	GO:0004016	adenylate cyclase activity
MOLECULAR_FUNCTION	GO:0004017	adenylate kinase activity
MOLECULAR_FUNCTION	GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity
MOLECULAR_FUNCTION	GO:0004019	adenylosuccinate synthase activity
MOLECULAR_FUNCTION	GO:0004020	adenylylsulfate kinase activity
MOLECULAR_FUNCTION	GO:0004022	alcohol dehydrogenase (NAD+) activity
MOLECULAR_FUNCTION	GO:0004029	aldehyde dehydrogenase (NAD+) activity
MOLECULAR_FUNCTION	GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity
MOLECULAR_FUNCTION	GO:0004037	allantoicase activity
MOLECULAR_FUNCTION	GO:0004040	amidase activity
MOLECULAR_FUNCTION	GO:0004042	acetyl-CoA:L-glutamate N-acetyltransferase activity
MOLECULAR_FUNCTION	GO:0004045	aminoacyl-tRNA hydrolase activity
MOLECULAR_FUNCTION	GO:0004048	anthranilate phosphoribosyltransferase activity
MOLECULAR_FUNCTION	GO:0004053	arginase activity
MOLECULAR_FUNCTION	GO:0004055	argininosuccinate synthase activity
